"exposure";"outcome";"lambda";"beta_unpenalized";"bootstrap_mean";"bootstrap_standard_error";"ci95_lower";"ci95_upper";"bootstrap_q025";"bootstrap_q975";"z_value";"p_value";"significant";"n_valid_bootstrap";"omitted_cohort";"scenario"
"hs_no2_dy_hs_h_Log";"e3_bw";0;-0,0248562048673386;0,00385307609783981;0,0449241458080573;-0,112905912687357;0,0631935029526798;-0,0613282389004035;0,113870290017173;-0,553292765399237;0,580062954164778;FALSE;100;"2";"Childhood"
"hs_no2_yr_hs_h_Log";"e3_bw";0;-0,0384990078429617;-0,0405981698461967;0,0412854319260193;-0,11941696750414;0,0424189518182162;-0,127616061331625;0,0160761281315255;-0,932508297647203;0,351073900488673;FALSE;100;"2";"Childhood"
"hs_pm10_dy_hs_h_None";"e3_bw";0;-0,0103731940812323;-0,00300480225229017;0,0291828127911567;-0,0675704561194743;0,0468240679570097;-0,056739774169844;0,0621737583502913;-0,355455594889595;0,722248305770164;FALSE;100;"2";"Childhood"
"hs_pm10_wk_hs_h_None";"e3_bw";0;0,0035861539919329;0,0047663259234737;0,034250793279329;-0,0635441672774784;0,0707164752613442;-0,0516655934334483;0,0860277173706133;0,104702800974166;0,916611639325301;FALSE;100;"2";"Childhood"
"hs_pm10_yr_hs_h_None";"e3_bw";0;0,0788208698566128;0,0736202534337913;0,0464466448910928;-0,0122128813326504;0,169854621045876;-0,0169350059425613;0,153484344047824;1,69701966722097;0,0896929423277239;FALSE;100;"2";"Childhood"
"hs_pm25_dy_hs_h_None";"e3_bw";0;0,0090156947763292;0,0017162993234202;0,0294481987623718;-0,0487017142074965;0,0667331037601549;-0,0705560865514038;0,045968377422077;0,306154371242877;0,759487111807902;FALSE;100;"2";"Childhood"
"hs_pm25_yr_hs_h_None";"e3_bw";0;-0,0428264269428;-0,0159191642435983;0,0505078516641963;-0,141819997141116;0,0561671432555161;-0,0975323928849908;0,0975324141122014;-0,847916225531297;0,39648462761493;FALSE;100;"2";"Childhood"
"hs_pm25abs_dy_hs_h_Log";"e3_bw";0;0,0418918038259853;0,0259204529806623;0,0251765024999104;-0,0074532343305217;0,0912368419824922;-0,0282569331656272;0,0669645223057596;1,66392467842324;0,0961274825822214;FALSE;100;"2";"Childhood"
"hs_pm25abs_wk_hs_h_Log";"e3_bw";0;-0,0278038655250252;-0,030027286771918;0,0284029712714517;-0,0834726662709964;0,027864935220946;-0,0980888376060521;0,0192334568273186;-0,97890693404219;0,32762596574405;FALSE;100;"2";"Childhood"
"hs_pm25abs_yr_hs_h_Log";"e3_bw";0;0,0144518760933553;0,0121659339689922;0,0295957873572454;-0,0435548012209515;0,0724585534076621;-0,0510976615941974;0,0767471552012168;0,488308552798724;0,625331304293392;FALSE;100;"2";"Childhood"
"hs_accesslines300_h_dic0";"e3_bw";0;0,0973817455506094;0,119544950281714;0,117485413024536;-0,132885432686294;0,327648923787513;-0,0968306075296697;0,365923242312999;0,828883714527792;0,407170211480931;FALSE;100;"2";"Childhood"
"hs_accesspoints300_h_Log";"e3_bw";0;-0,0435447023033647;-0,0429240228994215;0,0313595470393388;-0,105008285071958;0,017918880465229;-0,11232505531835;0,0184618460575838;-1,38856285930216;0,164965717826594;FALSE;100;"2";"Childhood"
"hs_connind300_h_Log";"e3_bw";0;-0,0263895591978431;-0,0165350233577483;0,0253271644088581;-0,0760298892697296;0,0232507708740433;-0,0583247334244627;0,0435027775291839;-1,04194685089238;0,297436321029874;FALSE;100;"2";"Childhood"
"hs_fdensity300_h_Log";"e3_bw";0;0,0326741254734668;0,0285624296471262;0,029472583468186;-0,0250910766555283;0,090439327602462;-0,0240741824183159;0,0838286459722278;1,10862780348851;0,26759077872156;FALSE;100;"2";"Childhood"
"hs_landuseshan300_h_None";"e3_bw";0;0,0102588332278263;0,0107421560792049;0,0167569964702975;-0,0225842763430216;0,0431019427986743;-0,0200485500059005;0,0439935814573077;0,612211934639393;0,540397546383462;FALSE;100;"2";"Childhood"
"hs_popdens_h_Sqrt";"e3_bw";0;-0,00674896136200154;-0,00584848483545568;0,0220495466866326;-0,0499652787432358;0,0364673560192328;-0,0532711687778838;0,0285056388061409;-0,306081637773218;0,759542488356291;FALSE;100;"2";"Childhood"
"hs_walkability_mean_h_None";"e3_bw";0;0,0187907818284655;0,0203074176014044;0,0232741764578912;-0,0268257657988312;0,0644073294557623;-0,0119444058652073;0,065419237144666;0,807366132265207;0,41945557324821;FALSE;100;"2";"Childhood"
"hs_accesslines300_s_dic0";"e3_bw";0;0,0196861385517908;-0,011823832740076;0,094990955305761;-0,166492712704555;0,205864989808136;-0,232243223009987;0,134585953069288;0,207242242047405;0,835820678963195;FALSE;100;"2";"Childhood"
"hs_accesspoints300_s_Log";"e3_bw";0;-0,0435088267719494;-0,0438494428366656;0,0279353334616823;-0,0982610742529633;0,0112434207090645;-0,104929550761793;-0,00391767677414559;-1,5574837089963;0,11935568546277;FALSE;100;"2";"Childhood"
"hs_builtdens300_s_Sqrt";"e3_bw";0;0,000688924530630097;0,000253210577031988;0,0244592789608812;-0,0472503813205153;0,0486282303817755;-0,0417458215385799;0,0553733991388124;0,0281661831377746;0,977529608464022;FALSE;100;"2";"Childhood"
"hs_connind300_s_Log";"e3_bw";0;-0,0183285958272869;-0,0285995581355899;0,0250542735749892;-0,0674340696930793;0,0307768780385056;-0,0816709459766614;0,00817173760580194;-0,731555667436458;0,464439815505691;FALSE;100;"2";"Childhood"
"hs_fdensity300_s_Log";"e3_bw";0;-0,0408876015897934;-0,0457751723210859;0,0294378388890172;-0,0985847055949598;0,0168095024153729;-0,116788407467199;0,00363972929572172;-1,38894712155816;0,164848830117901;FALSE;100;"2";"Childhood"
"hs_landuseshan300_s_None";"e3_bw";0;-0,0156417088146391;-0,0112673528648927;0,0185056574223223;-0,0519121308726272;0,020628713243349;-0,0429893986957074;0,027628874086124;-0,845239293999432;0,397977247366867;FALSE;100;"2";"Childhood"
"hs_popdens_s_Sqrt";"e3_bw";0;0,0228929620387136;0,0222458166599298;0,0209004623864768;-0,0180711914990149;0,0638571155764421;-0,0154480866771656;0,0633686651146536;1,09533280247073;0,273370861668247;FALSE;100;"2";"Childhood"
"h_Absorbance_Log";"e3_bw";0;0,0170574428793683;0,0119635226067614;0,0242494746543098;-0,0304706540870957;0,0645855398458323;-0,0367162599558158;0,0589082938246891;0,703414944964046;0,481797195580211;FALSE;100;"2";"Childhood"
"h_Benzene_Log";"e3_bw";0;-0,0246466085673764;-0,0264991844176889;0,0218708021935344;-0,0675125931797034;0,0182193760449506;-0,0687978051711139;0,0135585185965855;-1,12691836125986;0,259776999437974;FALSE;100;"2";"Childhood"
"h_NO2_Log";"e3_bw";0;0,0333835525630502;0,043194351652791;0,0318596211580954;-0,0290601574679071;0,0958272625940074;-0,00518914020007017;0,101897894298441;1,0478326907088;0,294715698029327;FALSE;100;"2";"Childhood"
"h_PM_Log";"e3_bw";0;-0,0274279046198995;-0,0256299865212327;0,0210483810653714;-0,0686819734409022;0,0138261642011032;-0,0731342762921582;0,00621034668466721;-1,30308856223739;0,192544528022382;FALSE;100;"2";"Childhood"
"h_TEX_Log";"e3_bw";0;0,00673969333524215;0,00722769699132991;0,0234712356458991;-0,0392630832033728;0,0527424698738571;-0,0410639002846275;0,0481550000181061;0,287146933247194;0,773999817059151;FALSE;100;"2";"Childhood"
