"exposure";"outcome";"lambda";"beta_unpenalized";"bootstrap_mean";"bootstrap_standard_error";"ci95_lower";"ci95_upper";"bootstrap_q025";"bootstrap_q975";"z_value";"p_value";"significant";"n_valid_bootstrap";"omitted_cohort";"scenario"
"h_abs_ratio_preg_Log";"e3_bw";0;0,0158746732013917;-0,00537861661887871;0,0356289551564566;-0,0539567957120559;0,0857061421148393;-0,0892300287442092;0,0520741753313923;0,44555539537103;0,655918436673815;FALSE;100;"2";"Combined"
"h_no2_ratio_preg_Log";"e3_bw";0;0,0502419389214003;0,0433742993339493;0,0451529557159792;-0,038256228077451;0,138740105920251;-0,0459593990204628;0,121454813142843;1,11270542813258;0,26583496349217;FALSE;100;"2";"Combined"
"h_pm25_ratio_preg_None";"e3_bw";0;0,0443880907452051;0,0356581201058077;0,0293759052476889;-0,0131876255535263;0,101963807043936;-0,00666542965289966;0,0954827825729825;1,51103737471026;0,130778928784135;FALSE;100;"2";"Combined"
"h_accesslines300_preg_dic0";"e3_bw";0;-0,00855446944178;0,0382167182971277;0,109083088852888;-0,222353394915823;0,205244456032263;-0,140374392192588;0,275565156534612;-0,0784215915751777;0,937492698826459;FALSE;100;"2";"Combined"
"h_accesspoints300_preg_Log";"e3_bw";0;0,0349183957959415;0,041298724246629;0,0393837720045259;-0,042272378908266;0,112109170500149;-0,0176098018049232;0,12569044638796;0,886618879266537;0,375284125981364;FALSE;100;"2";"Combined"
"h_builtdens300_preg_Sqrt";"e3_bw";0;0,0240934428706365;0,0137901396985491;0,0260136110572623;-0,0268922979094304;0,0750791836507035;-0,032543549087615;0,0761929459374116;0,926186019218978;0,354349316881553;FALSE;100;"2";"Combined"
"h_connind300_preg_Sqrt";"e3_bw";0;0,00517909354122706;0,00245327006255755;0,0292841016207153;-0,052216690954986;0,0625748780374401;-0,0524869465971023;0,0675251920630837;0,176856835436038;0,859620844402531;FALSE;100;"2";"Combined"
"h_fdensity300_preg_Log";"e3_bw";0;0,00913929051251477;-0,009239775141982;0,0398950430643913;-0,0690535570553666;0,0873321380803961;-0,0977770659466005;0,0638847162395981;0,229083359999482;0,81880412639097;FALSE;100;"2";"Combined"
"h_frichness300_preg_None";"e3_bw";0;0,0237982064461359;0,0341236767515273;0,0403931945319871;-0,0553710000570791;0,102967412949351;-0,0331127502244315;0,117183106605745;0,589163761912673;0,555751423857333;FALSE;100;"2";"Combined"
"h_landuseshan300_preg_None";"e3_bw";0;-0,00533284706387228;0,00944334366989112;0,0238340915905301;-0,0520468081855403;0,0413811140577958;-0,0429064765317834;0,0616602039505461;-0,223748702299657;0,822952847558086;FALSE;100;"2";"Combined"
"h_popdens_preg_Sqrt";"e3_bw";0;-0,0338804277417253;-0,0210123409174095;0,023913620528005;-0,0807502627165727;0,0129894072331222;-0,0696617731156247;0,0193321582265153;-1,41678369873137;0,156546177122897;FALSE;100;"2";"Combined"
"h_walkability_mean_preg_None";"e3_bw";0;-0,015691196925528;-0,0313399151281165;0,0359585101362648;-0,0861685817303255;0,0547861878792695;-0,104964160186151;0,017596668731575;-0,436369495456464;0,662568667511013;FALSE;100;"2";"Combined"
"hs_as_m_Log2";"e3_bw";0;-0,000499338795732972;0,00425481435938075;0,016604309748322;-0,0330431878905914;0,0320445102991255;-0,0283662760985116;0,037249100406506;-0,0300728427318958;0,976008959292313;FALSE;100;"2";"Combined"
"hs_cd_m_Log2";"e3_bw";0;-0,00250587763835514;-0,00318237193359968;0,0204715759513101;-0,0426294292096992;0,0376176739329889;-0,0451791748815481;0,0336030223746611;-0,122407656563186;0,902576175051828;FALSE;100;"2";"Combined"
"hs_co_m_Log2";"e3_bw";0;0,00865919170581034;0,0111561101428192;0,0217872501458329;-0,0340430339021872;0,0513614173138078;-0,0235852726701262;0,0608007118839027;0,397443075553365;0,691040755983346;FALSE;100;"2";"Combined"
"hs_cu_m_Log2";"e3_bw";0;0,0144400774200296;0,00651034069071484;0,021039932317867;-0,0267974321601501;0,0556775870002093;-0,0331478220241377;0,0510993498051964;0,6863176744997;0,492512805860531;FALSE;100;"2";"Combined"
"hs_mn_m_Log2";"e3_bw";0;0,0282746969533948;0,0188929000107682;0,0211171510683708;-0,0131141585967035;0,0696635525034932;-0,0144122655704222;0,0628280073219006;1,3389446740164;0,18058868471979;FALSE;100;"2";"Combined"
