"exposure";"outcome";"lambda";"beta_unpenalized";"bootstrap_mean";"bootstrap_standard_error";"ci95_lower";"ci95_upper";"bootstrap_q025";"bootstrap_q975";"z_value";"p_value";"significant";"n_valid_bootstrap";"omitted_cohort";"scenario"
"h_abs_ratio_preg_Log";"e3_bw";0;-0,0138305923644777;-0,0133480972933128;0,00437871326254183;-0,0224127126576875;-0,0052484720712678;-0,0218047461847086;-0,00501233419325386;-3,15859740869377;0,00158530320621923;TRUE;100;"6";"Pregnancy"
"h_no2_ratio_preg_Log";"e3_bw";0;-0,00413050427812051;-0,00559428115815066;0,00530180737593294;-0,0145218557879179;0,00626084723167685;-0,0155370286858725;0,00245939442024875;-0,779074754181103;0,435935680657495;FALSE;100;"6";"Pregnancy"
"h_pm10_ratio_preg_None";"e3_bw";0;0,00510901150568552;0,00482430895519895;0,00457825942812035;-0,0038642120853113;0,0140822350966823;-0,00421089076515719;0,0130116601902555;1,11592879038379;0,26445261696913;FALSE;100;"6";"Pregnancy"
"h_pm25_ratio_preg_None";"e3_bw";0;-0,00332537970277918;-0,00353001429598467;0,00414547639203377;-0,0114503641299264;0,00479960472436806;-0,0118698003204814;0,00463783148499925;-0,802170700855867;0,422454222126195;FALSE;100;"6";"Pregnancy"
"h_accesslines300_preg_dic0";"e3_bw";0;0,0314993713255529;0,0325332356184529;0,011457639934989;0,00904280970514662;0,0539559329459591;0,0131768797194364;0,0551975655766369;2,74920241029403;0,00597404825226505;TRUE;100;"6";"Pregnancy"
"h_accesspoints300_preg_Log";"e3_bw";0;0,00126367337870324;0,00182748882461772;0,00366939985120735;-0,00592821817453979;0,00845556493194628;-0,00535331496852549;0,00851746908754675;0,344381487421562;0,730559409282609;FALSE;100;"6";"Pregnancy"
"h_builtdens300_preg_Sqrt";"e3_bw";0;0,00461749257061361;0,00320829931187942;0,00413122636165778;-0,00347956231021809;0,0127145474514453;-0,00541838478949295;0,0105543706925868;1,11770505084614;0,263692984872797;FALSE;100;"6";"Pregnancy"
"h_connind300_preg_Sqrt";"e3_bw";0;0,00453090201553606;0,00483867975162097;0,00365583444071407;-0,00263440182170465;0,0116962058527768;-0,00235558781380237;0,0112514742975037;1,23936192653491;0,215211494666892;FALSE;100;"6";"Pregnancy"
"h_fdensity300_preg_Log";"e3_bw";0;0,00312522453778273;0,00259625749863916;0,00462894074833237;-0,0059473326155186;0,0121977816910841;-0,00535806331628293;0,0122820888987006;0,675148961219395;0,49958112951933;FALSE;100;"6";"Pregnancy"
"h_frichness300_preg_None";"e3_bw";0;0,0112850567067034;0,0109337187633382;0,00406579436460806;0,00331624618352569;0,0192538672298811;0,00302180641745559;0,0178132499031156;2,77560931387421;0,0055098373521246;TRUE;100;"6";"Pregnancy"
"h_landuseshan300_preg_None";"e3_bw";0;0,00750755916363399;0,0077358922267182;0,00360705144074246;0,000437868249395451;0,0145772500778725;0,00157647072194827;0,0149325215300944;2,08135627865863;0,0374013074160622;TRUE;100;"6";"Pregnancy"
"h_popdens_preg_Sqrt";"e3_bw";0;0,00314092733451683;0,00467992524724403;0,00365768198293092;-0,00402799761892883;0,0103098522879625;-0,00214684773502662;0,0111973026430505;0,858720727820077;0,390494611876345;FALSE;100;"6";"Pregnancy"
"h_walkability_mean_preg_None";"e3_bw";0;-0,0114700275627835;-0,0120341610991443;0,00425740516650451;-0,0198143883567271;-0,00312566676883994;-0,0196859498294601;-0,00371981262540235;-2,69413577383354;0,00705714105257097;TRUE;100;"6";"Pregnancy"
"hs_as_m_Log2";"e3_bw";0;0,00607928933287422;0,00559274278124405;0,0032381174724933;-0,000267304290922509;0,012425882956671;0,000263701143174121;0,012275850402765;1,87741469681558;0,0604612787343046;FALSE;100;"6";"Pregnancy"
"hs_cd_m_Log2";"e3_bw";0;-0,000383018842744491;0,000451669888653608;0,00262954052365982;-0,00553682356500633;0,00477078587951735;-0,00508892044152619;0,00624602875871845;-0,1456599886171;0,884189808864003;FALSE;100;"6";"Pregnancy"
"hs_co_m_Log2";"e3_bw";0;0,000329169309010617;5,63096080453834e-05;0,00322064997940361;-0,00598318865743012;0,00664152727545136;-0,00609330278603336;0,00615160544591727;0,102205862517097;0,918593274510963;FALSE;100;"6";"Pregnancy"
"hs_cs_m_Log2";"e3_bw";0;-0,0102280935533354;-0,0112619022894339;0,00356121510172213;-0,0172079468939109;-0,00324824021275985;-0,0175134814354164;-0,00443207220723931;-2,87207968661856;0,00407780127246335;TRUE;100;"6";"Pregnancy"
