"exposure";"outcome";"lambda";"beta_unpenalized";"bootstrap_mean";"bootstrap_standard_error";"ci95_lower";"ci95_upper";"bootstrap_q025";"bootstrap_q975";"z_value";"p_value";"significant";"n_valid_bootstrap";"omitted_cohort";"scenario"
"hs_no2_dy_hs_h_Log";"e3_bw";0;-0,0318772417581012;0,0538355102737885;0,0667956205578826;-0,162794252376554;0,0990397688603518;-0,039316769280024;0,185555189202619;-0,477235505739147;0,633194430595729;FALSE;100;"1";"Childhood"
"hs_no2_yr_hs_h_Log";"e3_bw";0;0,0264316449544915;0,000780420996309709;0,0501241851833159;-0,0718099527592239;0,124673242668207;-0,108135519476395;0,0836816955326087;0,527323184562996;0,597969176725742;FALSE;100;"1";"Childhood"
"hs_pm10_dy_hs_h_None";"e3_bw";0;0,0229923992703603;0,0330768150752012;0,0361801934116779;-0,0479194767702218;0,0939042753109423;-0,0309079237773143;0,100322333434867;0,635496858978619;0,52510441464749;FALSE;100;"1";"Childhood"
"hs_pm10_wk_hs_h_None";"e3_bw";0;0,0240079104212057;0,0186330317179923;0,0365487559234241;-0,0476263348684505;0,0956421557108619;-0,0533257911853877;0,0952358290133575;0,656873532754613;0,511262237848929;FALSE;100;"1";"Childhood"
"hs_pm10_yr_hs_h_None";"e3_bw";0;0,0285866882127534;0,0163940328835566;0,0621620757695049;-0,0932487414997262;0,150422117925233;-0,0954729405996122;0,145786513758672;0,459873449508861;0,645607058629608;FALSE;100;"1";"Childhood"
"hs_pm25_dy_hs_h_None";"e3_bw";0;-0,0111308901929372;-0,037065704336309;0,040509526125463;-0,090528102429629;0,0682663220437546;-0,128433902806034;0,0288712226335187;-0,27477216490915;0,783491284438701;FALSE;100;"1";"Childhood"
"hs_pm25_yr_hs_h_None";"e3_bw";0;0,0409381208478661;0,0486121191500363;0,0695618277352004;-0,095400556211906;0,177276797907638;-0,0792965940114548;0,164609626935824;0,588514163309574;0,556187230041317;FALSE;100;"1";"Childhood"
"hs_pm25abs_dy_hs_h_Log";"e3_bw";0;0,0458412590906174;0,0129495212078651;0,0371455964856183;-0,0269627722054521;0,118645290386687;-0,0537814219075588;0,080718624900638;1,23409672821826;0,217166862559773;FALSE;100;"1";"Childhood"
"hs_pm25abs_wk_hs_h_Log";"e3_bw";0;-0,0318227593917384;-0,0263159719546332;0,02959168590233;-0,089821398002127;0,0261758792186501;-0,0807174160987125;0,0218154895195349;-1,0753952815251;0,282197793425037;FALSE;100;"1";"Childhood"
"hs_pm25abs_yr_hs_h_Log";"e3_bw";0;0,0356547483649602;0,000787666011455209;0,0339142956016267;-0,0308160495752732;0,102125546305194;-0,0759204102184603;0,0592328323768828;1,05131914823701;0,293112035523818;FALSE;100;"1";"Childhood"
