"exposure";"outcome";"lambda";"beta_unpenalized";"bootstrap_mean";"bootstrap_standard_error";"ci95_lower";"ci95_upper";"bootstrap_q025";"bootstrap_q975";"z_value";"p_value";"significant";"n_valid_bootstrap";"omitted_cohort";"scenario"
"hs_no2_dy_hs_h_Log";"e3_bw";0;-0,0514248210918063;-0,0274382173232274;0,0332029868961692;-0,116501479587453;0,0136518374038407;-0,0809785731400138;0,0534875837617663;-1,54880105373109;0,121429552177911;FALSE;100;"6";"Childhood"
"hs_no2_yr_hs_h_Log";"e3_bw";0;-0,00955030335001719;-0,018679651741105;0,0411106483763139;-0,0901256935486825;0,0710250868486481;-0,0998511562482709;0,0483398846113559;-0,232307290865294;0,816299350034865;FALSE;100;"6";"Childhood"
"hs_pm10_dy_hs_h_None";"e3_bw";0;0,00573751724167884;0,00620422730007023;0,032049123919947;-0,0570776113774785;0,0685526458608362;-0,0503126064505313;0,0778685641114699;0,179022592193475;0,857919962250981;FALSE;100;"6";"Childhood"
"hs_pm10_wk_hs_h_None";"e3_bw";0;0,0223898778730094;0,00985008185333583;0,0345375182588288;-0,0453024140296895;0,0900821697757083;-0,0558038537845483;0,0708004116000659;0,64827697535233;0,516805823214896;FALSE;100;"6";"Childhood"
"hs_pm10_yr_hs_h_None";"e3_bw";0;0,0319067696419227;0,0383471656664493;0,0415735741622382;-0,0495759384246692;0,113389477708515;-0,0290445519457256;0,141217824046131;0,767477184362561;0,442797853343041;FALSE;100;"6";"Childhood"
"hs_pm25_dy_hs_h_None";"e3_bw";0;-0,0025174682602079;-0,00446945677733373;0,0274387605441233;-0,0562964507071082;0,0512615141866924;-0,0696784971022028;0,0434216316026787;-0,09174861437927;0,926897771559023;FALSE;100;"6";"Childhood"
"hs_pm25_yr_hs_h_None";"e3_bw";0;-0,0221331648003029;-0,0287040982733161;0,0580987512066918;-0,136004624712172;0,091738295111566;-0,162822205749518;0,0992410861218558;-0,380957668462823;0,703234659864842;FALSE;100;"6";"Childhood"
"hs_pm25abs_dy_hs_h_Log";"e3_bw";0;0,03364452336536;0,0358452163077158;0,0247596845297632;-0,0148835665815494;0,0821726133122695;-0,00983963561239924;0,0813209197027294;1,3588429741468;0,174196352380705;FALSE;100;"6";"Childhood"
"hs_pm25abs_wk_hs_h_Log";"e3_bw";0;-0,0132477053600404;-0,0110541102707385;0,0247929570491838;-0,0618410082466891;0,0353455975266082;-0,057447185362612;0,0404831362705517;-0,534333413064037;0,593110878913134;FALSE;100;"6";"Childhood"
"hs_pm25abs_yr_hs_h_Log";"e3_bw";0;0,0206667386631538;0,0150292853179712;0,0330855193566429;-0,044179687685669;0,0855131650119766;-0,0470092845063676;0,0825782056841429;0,624646040474028;0,532203395192696;FALSE;100;"6";"Childhood"
"hs_accesslines300_h_dic0";"e3_bw";0;0,0264177520503318;0,0718995437735723;0,121421527898498;-0,21156406957855;0,264399573679213;-0,118465145121927;0,373834217230377;0,21757057836083;0,827763710392997;FALSE;100;"6";"Childhood"
"hs_accesspoints300_h_Log";"e3_bw";0;-0,0310667570242905;-0,0339239358925949;0,0255249015593637;-0,0810946447895737;0,0189611307409926;-0,0928953274597611;0,00475983361767346;-1,21711564497273;0,223560218980132;FALSE;100;"6";"Childhood"
"hs_connind300_h_Log";"e3_bw";0;0,0046785736263658;0,00587964782552094;0,0233192103851525;-0,0410262388764455;0,0503833861291771;-0,0441532084417045;0,0515770229306728;0,2006317344838;0,84098654205662;FALSE;100;"6";"Childhood"
"hs_fdensity300_h_Log";"e3_bw";0;0,0194921953303903;0,0296113989802789;0,0282799302565604;-0,0359354494577727;0,0749198401185533;-0,0218547573571939;0,0886636552536352;0,689258960455479;0,490660319050218;FALSE;100;"6";"Childhood"
"hs_landuseshan300_h_None";"e3_bw";0;0,0144715140066099;0,00810822954674065;0,0181720659485781;-0,0211450807772899;0,0500881087905096;-0,0278593670741678;0,0488597860470382;0,796360416452386;0,425822578636603;FALSE;100;"6";"Childhood"
"hs_popdens_h_Sqrt";"e3_bw";0;0,0149705396364119;0,00650976131841175;0,0231521800029002;-0,0304068993328609;0,0603479786056848;-0,0403826256137918;0,0427516256176461;0,64661468745218;0,517881349849994;FALSE;100;"6";"Childhood"
"hs_walkability_mean_h_None";"e3_bw";0;0,00798753712907885;-0,00202443055757195;0,0243764713170433;-0,0397894687224996;0,0557645429806573;-0,0710456180939746;0,0328051590292025;0,327674051965602;0,743158124679468;FALSE;100;"6";"Childhood"
"hs_accesslines300_s_dic0";"e3_bw";0;-0,064795073083753;-0,0771073959195358;0,0888742398785463;-0,238985382399077;0,109395236231571;-0,306740622507116;0,0636105229903185;-0,729064723054742;0,46596207226587;FALSE;100;"6";"Childhood"
"hs_accesspoints300_s_Log";"e3_bw";0;-0,0422322155372417;-0,0383711187310133;0,0232949913210327;-0,0878895595466389;0,00342512847215555;-0,0730786322507319;-0,00313163616547602;-1,81293115568199;0,0698424402077428;FALSE;100;"6";"Childhood"
"hs_builtdens300_s_Sqrt";"e3_bw";0;0,0079239487205946;0,0112613705240934;0,026597522080744;-0,0442062366356724;0,0600541340768616;-0,0472407060232693;0,0534386873631582;0,297920561792911;0,765763794115243;FALSE;100;"6";"Childhood"
"hs_connind300_s_Log";"e3_bw";0;-0,00863716568291575;-0,016718622714632;0,0257294925623385;-0,0590660444455904;0,0417917130797589;-0,0745353050555072;0,0277357583368869;-0,335691256327316;0,737103700040089;FALSE;100;"6";"Childhood"
"hs_fdensity300_s_Log";"e3_bw";0;-0,0337887440757375;-0,0308698859891551;0,0258074644138757;-0,0843704448592329;0,0167929567077579;-0,10159074757957;0,0104179466221109;-1,3092624495714;0,190445464675127;FALSE;100;"6";"Childhood"
"hs_landuseshan300_s_None";"e3_bw";0;-0,0277221236245748;-0,0125555618066882;0,0211757952886488;-0,0692259197343194;0,0137816724851698;-0,0475873342656883;0,0356949066512154;-1,3091420296944;0,190486244521839;FALSE;100;"6";"Childhood"
"hs_popdens_s_Sqrt";"e3_bw";0;0,0103728684432971;0,0173630912938988;0,0207823297519608;-0,0303597493853813;0,0511054862719756;-0,011593899953763;0,0614250975296665;0,499119615899582;0,617695119262595;FALSE;100;"6";"Childhood"
"h_Absorbance_Log";"e3_bw";0;0,019088223659777;0,0096619254784765;0,0214107629987991;-0,0228761006993921;0,0610525480189461;-0,0342667284515647;0,050625585568204;0,891524681341231;0,372647756633924;FALSE;100;"6";"Childhood"
"h_Benzene_Log";"e3_bw";0;-0,0408558377564143;-0,0494810648143758;0,0312259387397395;-0,102057553069758;0,0203458775569291;-0,108891940707164;0,0124404643180823;-1,30839421984837;0,190739632136708;FALSE;100;"6";"Childhood"
"h_NO2_Log";"e3_bw";0;0,0202157027019284;0,0406095776349834;0,0303736757449511;-0,0393156078362736;0,0797470132401304;-0,00263619509779258;0,0978707341695892;0,66556655413327;0,50568819026509;FALSE;100;"6";"Childhood"
"h_PM_Log";"e3_bw";0;-0,0247499085730299;-0,0303861513846433;0,0237131222608537;-0,0712267741652983;0,0217269570192385;-0,0790375848709869;0,0188211921123742;-1,04372204979045;0,296614005182072;FALSE;100;"6";"Childhood"
"h_TEX_Log";"e3_bw";0;0,0171321836689031;0,0131926012960401;0,0199184437933204;-0,0219072487940903;0,0561716161318964;-0,028456164225738;0,0549760044184216;0,860116575705995;0,389724784941396;FALSE;100;"6";"Childhood"
"hs_KIDMED_None";"e3_bw";0;0,0298726940826641;0,0305026853321936;0,0184736781997922;-0,00633504985091129;0,0660804380162394;-0,000960522923719182;0,0652046454401019;1,61704094656148;0,105869442571285;FALSE;100;"6";"Childhood"
"hs_mvpa_prd_alt_None";"e3_bw";0;-0,0105687515260536;-0,0187326554626578;0,0232798664107571;-0,0561964512560412;0,035058948203934;-0,0578125270186743;0,0310156038337286;-0,453986777225235;0,649838343934056;FALSE;100;"6";"Childhood"
"hs_sd_wk_None";"e3_bw";0;-0,0210319159839659;-0,0106659532924128;0,0202818346445458;-0,0607835814276723;0,0187197494597405;-0,0502779647396402;0,0336809610570161;-1,0369829136548;0,299743820212097;FALSE;100;"6";"Childhood"
"hs_dif_hours_total_None";"e3_bw";0;-0,014195342246993;-0,0282454317907569;0,027478705169348;-0,0680526147207096;0,0396619302267236;-0,0818906853280538;0,0208080556280828;-0,516594292180394;0,605439400989663;FALSE;100;"6";"Childhood"
"hs_as_c_Log2";"e3_bw";0;0,028077448435298;0,0362823845021064;0,0286134283293578;-0,0280038405644613;0,0841587374350574;-0,0300905370024333;0,0811274265898199;0,981268239237526;0,32646048073812;FALSE;100;"6";"Childhood"
"hs_cd_c_Log2";"e3_bw";0;-0,00370114539083943;3,59677101997403e-05;0,0167882844999161;-0,036605578372887;0,0292032875912082;-0,0277316527494718;0,041387080751369;-0,220460011316697;0,825512912572354;FALSE;100;"6";"Childhood"
"hs_co_c_Log2";"e3_bw";0;0,00425733396291351;0,00258998164588618;0,0177669647676815;-0,0305652770963342;0,0390799450221612;-0,0429290103216452;0,0270073755561352;0,239620780396757;0,810624253613887;FALSE;100;"6";"Childhood"
