"exposure";"outcome";"lambda";"beta_unpenalized";"bootstrap_mean";"bootstrap_standard_error";"ci95_lower";"ci95_upper";"bootstrap_q025";"bootstrap_q975";"z_value";"p_value";"significant";"n_valid_bootstrap";"omitted_cohort";"scenario"
"h_abs_ratio_preg_Log";"e3_bw";0;0,066545510036643;0,0527567793410041;0,0418548581594429;-0,0154885045338974;0,148579524607183;-0,0166026786130379;0,138228271905244;1,58991125434335;0,111854810467957;FALSE;100;"1";"Combined"
"h_no2_ratio_preg_Log";"e3_bw";0;0,0107245139088367;-0,0152356289410108;0,0513675077687573;-0,0899539512935091;0,111402979111182;-0,118333157127769;0,0714011338947017;0,208780109736209;0,834619899296905;FALSE;100;"1";"Combined"
"h_pm25_ratio_preg_None";"e3_bw";0;0,0332245402852083;0,00928803748082871;0,0434959205200557;-0,0520258974085176;0,118474977978934;-0,0849994577087875;0,0859567091095207;0,763854170413262;0,444954151032511;FALSE;100;"1";"Combined"
"h_accesslines300_preg_dic0";"e3_bw";0;-0,0238096400583083;0,0266212067211203;0,108088382572884;-0,235658977048348;0,188039696931732;-0,165188439043145;0,209445838189134;-0,220279362976436;0,825653591405967;FALSE;100;"1";"Combined"
"h_accesspoints300_preg_Log";"e3_bw";0;0,0406166761900818;0,0804683008584604;0,0499665688438043;-0,0573159991748157;0,138549351554979;-0,00118506210203676;0,179812387420024;0,812877032182252;0,416288564095456;FALSE;100;"1";"Combined"
"h_builtdens300_preg_Sqrt";"e3_bw";0;0,0127331914024403;0,00071433310285777;0,0414262204705103;-0,0684607087353757;0,0939270915402563;-0,0903654842286899;0,067771172545593;0,307370338346568;0,758561502687197;FALSE;100;"1";"Combined"
"h_connind300_preg_Sqrt";"e3_bw";0;0,0213511404161577;0,0295323509079901;0,0388034985348916;-0,0547023191863825;0,097404600018698;-0,0377372798526332;0,100564902469253;0,550237510078094;0,582156478974386;FALSE;100;"1";"Combined"
"h_fdensity300_preg_Log";"e3_bw";0;-0,00345651829258131;-0,0547254458346636;0,0522934321138581;-0,105949761863733;0,0990367252785707;-0,153589924790945;0,0466836917055336;-0,0660985166369548;0,947299391822842;FALSE;100;"1";"Combined"
"h_frichness300_preg_None";"e3_bw";0;0,0393856791327173;0,0709913832994194;0,0434426337419465;-0,0457603183950624;0,124531676660497;-0,00484733995059144;0,151517195043389;0,906613520871503;0,364611209167753;FALSE;100;"1";"Combined"
"h_landuseshan300_preg_None";"e3_bw";0;-0,00287892122682832;0,0382613020281036;0,0335150251470158;-0,0685671634559334;0,0628093210022768;-0,0316151573522829;0,0953974681566589;-0,0858994201615469;0,931546372452645;FALSE;100;"1";"Combined"
"h_popdens_preg_Sqrt";"e3_bw";0;-0,0154298452630656;0,00555580079406004;0,0370453084047446;-0,088037315532544;0,0571776250064128;-0,0534803921934462;0,0832320472246094;-0,416512803577832;0,677034800361243;FALSE;100;"1";"Combined"
"h_walkability_mean_preg_None";"e3_bw";0;-0,0272500821638717;-0,0553588205482153;0,0354249467334735;-0,0966817019157296;0,0421815375879861;-0,123096425040634;0,00697788881547233;-0,769234245259225;0,441754264263005;FALSE;100;"1";"Combined"
"hs_as_m_Log2";"e3_bw";0;-0,00983745621981103;-0,0127339851795744;0,0280855432062787;-0,0648841093903609;0,0452091969507388;-0,0626394649535834;0,0406814142488744;-0,35026761446479;0,726137867567471;FALSE;100;"1";"Combined"
"hs_cd_m_Log2";"e3_bw";0;0,00321084899453513;0,007774320555037;0,0255319387003165;-0,0468308313135696;0,0532525293026398;-0,0373245066960382;0,0519985458638766;0,125758135025419;0,89992338200605;FALSE;100;"1";"Combined"
"hs_co_m_Log2";"e3_bw";0;0,0279071216714981;0,0281308996298939;0,0264762335774459;-0,0239853425865659;0,079799585929562;-0,016775776095151;0,0905330306796545;1,0540442465076;0,291862660065774;FALSE;100;"1";"Combined"
"hs_cu_m_Log2";"e3_bw";0;0,0194237648085984;0,0212471785143049;0,0309406366905292;-0,0412187687635774;0,0800662983807741;-0,0411646703277991;0,0736750202006026;0,627775213641415;0,530151205572554;FALSE;100;"1";"Combined"
"hs_mn_m_Log2";"e3_bw";0;0,00698144143937937;0,0127703293372133;0,0234113317778087;-0,0389039256752437;0,0528668085540025;-0,0337781269307181;0,054843145945423;0,298207786965669;0,765544578892296;FALSE;100;"1";"Combined"
"hs_mo_m_Log2";"e3_bw";0;0,042191972406737;0,0158607952371937;0,0287673618453099;-0,0141910207403022;0,0985749655537762;-0,0413354217296093;0,0663607222395288;1,46666116391259;0,142468252490885;FALSE;100;"1";"Combined"
"h_humidity_preg_None";"e3_bw";0;-0,053557986624158;-0,053054502746223;0,0588749993474278;-0,168950864934936;0,0618348916866196;-0,148750809354688;0,0623790012946094;-0,909689804123929;0,362986122758542;FALSE;100;"1";"Combined"
"h_ndvi100_preg_None";"e3_bw";0;0,0105982156114934;0,0273475069552857;0,0433274398374362;-0,0743220060122075;0,0955184372351944;-0,0520617643659052;0,116520505524218;0,244607473953174;0,806760376461951;FALSE;100;"1";"Combined"
"hs_dde_madj_Log2";"e3_bw";0;-0,0190325402334335;-0,0585550954684797;0,0354766954688268;-0,0885655856428293;0,0505005051759624;-0,129852389252853;0,00469461536546899;-0,536480074649492;0,591626803139077;FALSE;100;"1";"Combined"
"hs_hcb_madj_Log2";"e3_bw";0;0,0179092259125493;0,0106299076785815;0,0250749775165901;-0,031236826933119;0,0670552787582175;-0,0395272519413412;0,0579757458166438;0,714226997838788;0,475086825132393;FALSE;100;"1";"Combined"
"hs_pcb118_madj_Log2";"e3_bw";0;-0,0478807885734069;-0,0168174216626924;0,0362130242125006;-0,118857011801185;0,0230954346543713;-0,0724049864962511;0,0594334910484165;-1,3221980106505;0,18610222335572;FALSE;100;"1";"Combined"
"hs_pcb138_madj_Log2";"e3_bw";0;0,0377385073168765;0,0102966644076337;0,0324691867553157;-0,0258999293308472;0,1013769439646;-0,0643284013479899;0,0824441525119634;1,16228680444847;0,245118984811523;FALSE;100;"1";"Combined"
"hs_pcb170_madj_Log2";"e3_bw";0;0,0181179917617539;0,0386067115387815;0,0425956764370976;-0,0653679999520789;0,101603983475587;-0,0346905354139037;0,122021728662015;0,425348140403623;0,670582904826534;FALSE;100;"1";"Combined"
"hs_pcb180_madj_Log2";"e3_bw";0;0,00772625342705452;0,0114308343154;0,0490841222322281;-0,0884768583608743;0,103929365214983;-0,0896214832278337;0,101520904526543;0,157408405726395;0,874922989228418;FALSE;100;"1";"Combined"
"hs_pfhxs_m_Log2";"e3_bw";0;0,00712490015335179;0,0157359691492285;0,0331817481021544;-0,057910131070951;0,0721599313776546;-0,0461419652624593;0,078162077847492;0,214723471813988;0,829982921529914;FALSE;100;"1";"Combined"
"hs_pfna_m_Log2";"e3_bw";0;0,0234147339597521;-0,0328399243483899;0,0386712503139374;-0,0523795238926984;0,0992089918122026;-0,104426024977896;0,043550169636932;0,605481689101561;0,544858987644576;FALSE;100;"1";"Combined"
"e3_asmokcigd_p_None";"e3_bw";0;-0,0185584715928604;-0,0267729264914165;0,0279712075308989;-0,0733810309575178;0,0362640877717969;-0,0860292929826197;0,0249793556063635;-0,663484819965655;0,507020098441258;FALSE;100;"1";"Combined"
"h_trafload_preg_pow1over3";"e3_bw";0;0,00442441883773866;-0,00120025739944499;0,0271427282451674;-0,0487743509649474;0,0576231886404247;-0,052072783448025;0,0505730896666694;0,163005678639781;0,870513963566714;FALSE;100;"1";"Combined"
"h_trafnear_preg_pow1over3";"e3_bw";0;-0,028408446081819;-0,0296666482170361;0,0312238694808602;-0,0896061057222843;0,0327892135586463;-0,0790357716942939;0,0357342995306345;-0,909831054066923;0,362911614677156;FALSE;100;"1";"Combined"
"h_clf_preg_Log";"e3_bw";0;-0,0325942009264154;-0,0463578903585005;0,0298837165566291;-0,0911652091016117;0,0259768072487808;-0,109521599202115;0,00859836020849942;-1,09070104666031;0,275404449918458;FALSE;100;"1";"Combined"
"h_thm_preg_Log";"e3_bw";0;0,0116520660319383;0,0244817002346783;0,0337324014419013;-0,0544622259062353;0,0777663579701118;-0,0351350050691568;0,0903226346814904;0,345426519721909;0,729773742866963;FALSE;100;"1";"Combined"
"e3_alcpreg_yn_None_1";"e3_bw";0;0,0117323896603526;-0,0579106686964337;0,0600880663729576;-0,106038056331297;0,129502835652002;-0,170308523180498;0,0532075444494286;0,195253240261242;0,845194701333982;FALSE;100;"1";"Combined"
"h_pamod_t3_None_Often";"e3_bw";0;0,0642504489631878;0,0938847056997703;0,087505044264155;-0,107256286260139;0,235757184186515;-0,0414394387850466;0,253623042239515;0,734248516796728;0,462797288942039;FALSE;100;"1";"Combined"
"h_pamod_t3_None_Sometimes";"e3_bw";0;0,0222532543780041;-0,0257432262726838;0,0990286720651002;-0,17183937630642;0,216345885062428;-0,223306239967194;0,150789472502821;0,224715265932023;0,822200787824727;FALSE;100;"1";"Combined"
"h_pamod_t3_None_Very Often";"e3_bw";0;0,0402628382724175;0,0269310456219736;0,0872076529853482;-0,130661020755132;0,211186697299967;-0,117987977923646;0,2039248415519;0,461689277192015;0,644304161697864;FALSE;100;"1";"Combined"
"h_pavig_t3_None_Low";"e3_bw";0;-0,103960686687589;-0,119451197003293;0,0828815349348171;-0,266405510143229;0,0584841367680502;-0,266919368984848;0,031716972427635;-1,25432868454174;0,209722561987743;FALSE;100;"1";"Combined"
"h_pavig_t3_None_Medium";"e3_bw";0;-0,140315482643083;-0,0911141895400984;0,096268231250951;-0,32899774875032;0,0483667834641544;-0,265091745322901;0,0957540695846437;-1,45754711413893;0,144965415977945;FALSE;100;"1";"Combined"
"hs_no2_dy_hs_h_Log";"e3_bw";0;-0,0372135903754131;0,0552958427854831;0,062941088219202;-0,160575856432807;0,0861486756819811;-0,0556894792107061;0,174788211028176;-0,591244788234532;0,554356417206897;FALSE;100;"1";"Combined"
