"exposure";"outcome";"lambda";"beta_unpenalized";"bootstrap_mean";"bootstrap_standard_error";"ci95_lower";"ci95_upper";"bootstrap_q025";"bootstrap_q975";"z_value";"p_value";"significant";"n_valid_bootstrap";"omitted_cohort";"scenario"
"h_abs_ratio_preg_Log";"e3_bw";0;-0,00655715017178637;-0,00695302273562778;0,00578282088960445;-0,017891270844457;0,00477697050088423;-0,0171902982263685;0,00442201886150368;-1,1339016540481;0,256835803233482;FALSE;100;"5";"Pregnancy"
"h_no2_ratio_preg_Log";"e3_bw";0;0,00309691199655872;0,000223135303665009;0,00500352212762945;-0,00670981116944421;0,0129036351625617;-0,00989796773804368;0,00801820292527297;0,618946397670068;0,535951671395291;FALSE;100;"5";"Pregnancy"
"h_pm10_ratio_preg_None";"e3_bw";0;-0,0203431448250227;-0,0202881745914933;0,00499499154313056;-0,0301331483526407;-0,0105531412974047;-0,0307489498173789;-0,0119574266931256;-4,0727085620395;4,64695565862899e-05;TRUE;100;"5";"Pregnancy"
"h_pm25_ratio_preg_None";"e3_bw";0;-0,00604489977672307;-0,00627255202664919;0,00427183476272499;-0,0144175420595703;0,00232774250612412;-0,0150503434289597;0,00182363517792241;-1,41505936265827;0,157051091695356;FALSE;100;"5";"Pregnancy"
"h_accesslines300_preg_dic0";"e3_bw";0;0,0300407811342381;0,0311411298662044;0,0120683044479546;0,00638733906178248;0,0536942232066937;0,0102342195487328;0,0529085155403137;2,48922963982148;0,0128020245905005;TRUE;100;"5";"Pregnancy"
"h_accesspoints300_preg_Log";"e3_bw";0;0,00480733380296172;0,00681459131568867;0,00472933598052641;-0,00446199438965947;0,0140766619955829;-0,00160498924430418;0,0167250545861892;1,01649234115666;0,309394992799667;FALSE;100;"5";"Pregnancy"
"h_builtdens300_preg_Sqrt";"e3_bw";0;0,00320786502480199;0,00159815798825007;0,00412359752079095;-0,00487423760268692;0,0112899676522909;-0,00720202843353309;0,00929982766685866;0,777928740287604;0,43661102396227;FALSE;100;"5";"Pregnancy"
"h_connind300_preg_Sqrt";"e3_bw";0;0,00315181932675424;0,00448339900525348;0,00407749921816354;-0,00483993228783652;0,011143570941345;-0,00266808468593193;0,012542306301035;0,772978523874196;0,439535090706738;FALSE;100;"5";"Pregnancy"
"h_fdensity300_preg_Log";"e3_bw";0;0,0167346927825033;0,0159797531463994;0,00580307248304491;0,00536087971605987;0,0281085058489468;0,00433928857695148;0,0255593141864605;2,8837642182478;0,00392952846730889;TRUE;100;"5";"Pregnancy"
"h_frichness300_preg_None";"e3_bw";0;0,0104124881131336;0,0103262054436743;0,00559548483427118;-0,000554460638077991;0,0213794368643452;-0,000609700192084575;0,0223168372065492;1,86087326148384;0,0627620765397983;FALSE;100;"5";"Pregnancy"
"h_landuseshan300_preg_None";"e3_bw";0;0,00759080540405069;0,00695170523313408;0,00361519001842332;0,00050516317067228;0,0146764476374291;0,000256005434124044;0,0135841076231319;2,09969748903025;0,0357554606202015;TRUE;100;"5";"Pregnancy"
"h_popdens_preg_Sqrt";"e3_bw";0;0,0020200118489106;0,00461770464018758;0,00457252756189099;-0,00694197749071248;0,0109820011885337;-0,00446721995644694;0,0125894535318665;0,441771388268071;0,658654644875163;FALSE;100;"5";"Pregnancy"
"h_walkability_mean_preg_None";"e3_bw";0;-0,00786273413619486;-0,00897303960264482;0,00418301413009061;-0,0160612911779946;0,000335822905604879;-0,016766225506976;-0,00107872577124886;-1,87968146691977;0,0601515028827323;FALSE;100;"5";"Pregnancy"
"hs_as_m_Log2";"e3_bw";0;0,00658042835817305;0,00572955824699969;0,00338260773012641;-4,93609667014958e-05;0,0132102176830476;-0,000348010017133473;0,013213600133896;1,94537140667125;0,0517302935469502;FALSE;100;"5";"Pregnancy"
"hs_cd_m_Log2";"e3_bw";0;0,00082382649340019;0,00301118689593333;0,00352956322333598;-0,00609399030549544;0,00774164329229582;-0,00391696183417393;0,00935909300880271;0,23340749018275;0,81544499746185;FALSE;100;"5";"Pregnancy"
"hs_co_m_Log2";"e3_bw";0;0,00109306683382725;0,00134984442580887;0,00344882100821105;-0,00566649813139152;0,00785263179904602;-0,00467722313098736;0,00833295809400978;0,316939276125042;0,751289679106844;FALSE;100;"5";"Pregnancy"
"hs_cs_m_Log2";"e3_bw";0;-0,0040589045544464;-0,00462526111855438;0,00299206977432813;-0,00992325355136043;0,00180544444246762;-0,00950024156263396;0,000210433457261763;-1,3565541115624;0,174922930822912;FALSE;100;"5";"Pregnancy"
"hs_cu_m_Log2";"e3_bw";0;-0,00167668821938597;-0,00181981159346758;0,00319329728587188;-0,00793543589162436;0,00458205945285243;-0,00781472491652726;0,00392335006591699;-0,525064868468133;0,599538097317474;FALSE;100;"5";"Pregnancy"
"hs_hg_m_Log2";"e3_bw";0;-0,00304287956854838;-0,00295614361423985;0,00408831067474453;-0,0110558212486583;0,00497006211156155;-0,0107291513014758;0,00405987028222288;-0,744287753703679;0,45670240841356;FALSE;100;"5";"Pregnancy"
"hs_mn_m_Log2";"e3_bw";0;-0,000388382102902854;-0,000261833293958118;0,00308595572230994;-0,00643674417651563;0,00565997997070992;-0,00597893743881485;0,00535252992950217;-0,125854723091146;0,899846923345595;FALSE;100;"5";"Pregnancy"
"hs_mo_m_Log2";"e3_bw";0;-1,29024629351299e-05;-0,000458769693913375;0,00328169668141327;-0,00644490976668975;0,00641910484081949;-0,00667687562396238;0,00566568838137057;-0,00393164395972556;0,996863010067803;FALSE;100;"5";"Pregnancy"
"hs_pb_m_Log2";"e3_bw";0;-0,00259764304022676;-0,00278809039134835;0,00271602153583585;-0,00792094743170019;0,00272566135124666;-0,00854981224153499;0,00197583259138144;-0,956414743385805;0,338862738966988;FALSE;100;"5";"Pregnancy"
"h_humidity_preg_None";"e3_bw";0;0,0290936120154534;0,03191021615782;0,00513432435762141;0,0190305211895687;0,0391567028413381;0,0210381063741083;0,0406803154275708;5,66649280197243;1,45749951052157e-08;TRUE;100;"5";"Pregnancy"
"h_pressure_preg_None";"e3_bw";0;-0,0278845867959741;-0,0276627564071026;0,00591859684689251;-0,0394848234548958;-0,0162843501370525;-0,0381322812705193;-0,0168851640862391;-4,71135093626365;2,46080058896817e-06;TRUE;100;"5";"Pregnancy"
"h_temperature_preg_None";"e3_bw";0;-0,00648939735693972;-0,00719889257989471;0,00420301914069776;-0,0147271634990398;0,00174836878516038;-0,0159872528205404;0,00104671732337407;-1,54398472614673;0,122592032850726;FALSE;100;"5";"Pregnancy"
"h_ndvi100_preg_None";"e3_bw";0;0,0133533449696491;0,0129191063574655;0,00514269749510783;0,00327384309585341;0,0234328468434448;0,00325421958529289;0,0223811487058049;2,59656434825341;0,0094161266667955;TRUE;100;"5";"Pregnancy"
"hs_dde_madj_Log2";"e3_bw";0;-0,00762726066769802;-0,00695673101733961;0,00382784747932042;-0,0151297038654785;-0,000124817469917563;-0,0135367512457811;0,000556573300205633;-1,99257172834173;0,0463083635453337;TRUE;100;"5";"Pregnancy"
"hs_ddt_madj_Log2";"e3_bw";0;-0,00108988186755785;-0,00184329327992258;0,00298302859995621;-0,00693651048832496;0,00475674675320926;-0,00750584637394073;0,0041008744954482;-0,365360850906307;0,714842060692165;FALSE;100;"5";"Pregnancy"
"hs_hcb_madj_Log2";"e3_bw";0;5,26981509540543e-05;-0,00171342306037801;0,00410031848817931;-0,00798377841102111;0,00808917471292922;-0,00970957774889269;0,0055559548653342;0,0128522091895974;0,989745703015756;FALSE;100;"5";"Pregnancy"
"hs_pcb118_madj_Log2";"e3_bw";0;-0,00354169163080815;-0,00213561780207881;0,0050558391115593;-0,0134509542010934;0,00636757093947707;-0,0110933506117167;0,00825538148771196;-0,700515098020165;0,48360567968202;FALSE;100;"5";"Pregnancy"
"hs_pcb138_madj_Log2";"e3_bw";0;-0,00351508182303429;-0,00617486123917797;0,00554761496139375;-0,0143882073474616;0,00735804370139303;-0,0172781544245211;0,00416800197102416;-0,633620366138601;0,526328606320358;FALSE;100;"5";"Pregnancy"
"hs_pcb153_madj_Log2";"e3_bw";0;-0,00989840045193628;-0,00942262946112115;0,00508800415459656;-0,0198707053481357;7,39044442631346e-05;-0,0204847849490775;-0,000193274908541369;-1,94543875185203;0,0517221945555764;FALSE;100;"5";"Pregnancy"
"hs_pcb170_madj_Log2";"e3_bw";0;-0,00320949897248289;-0,00111648279786798;0,00552654187025483;-0,014041321997235;0,00762232405226922;-0,0101748395479198;0,0100248259238829;-0,580742722634054;0,561413863356146;FALSE;100;"5";"Pregnancy"
"hs_pcb180_madj_Log2";"e3_bw";0;0,00673999773538854;0,00365602614534007;0,00618465421697645;-0,00538170178671907;0,0188616972574961;-0,0110434176974705;0,0150089331726938;1,089793786189;0,275803991773049;FALSE;100;"5";"Pregnancy"
"hs_sumPCBs5_madj_Log2";"e3_bw";0;-0,000752260033107379;-0,000739564706809854;0,00497316239993569;-0,0104994792262501;0,00899495916003535;-0,0110032934261814;0,00776420037159382;-0,151263918732496;0,879767530413718;FALSE;100;"5";"Pregnancy"
"hs_pfhxs_m_Log2";"e3_bw";0;0,0117265660456068;0,0100410496244936;0,00428352074451951;0,00333101965931834;0,0201221124318952;0,00137132783303117;0,0176174553664946;2,73759991955453;0,00618893160815484;TRUE;100;"5";"Pregnancy"
"hs_pfna_m_Log2";"e3_bw";0;-0,0113417358019999;-0,0122795313486095;0,00437595092314807;-0,0199184420094849;-0,00276502959451484;-0,0213810171152283;-0,00483151218256415;-2,59183340974048;0,00954659870770297;TRUE;100;"5";"Pregnancy"
