"exposure";"outcome";"lambda";"beta_unpenalized";"bootstrap_mean";"bootstrap_standard_error";"ci95_lower";"ci95_upper";"bootstrap_q025";"bootstrap_q975";"z_value";"p_value";"significant";"n_valid_bootstrap";"omitted_cohort";"scenario"
"h_abs_ratio_preg_Log";"e3_bw";0;-0,0041324481097635;-0,00367430606875571;0,00475141210283701;-0,0134450447070318;0,00518014848750476;-0,0129018120472934;0,00480955535873995;-0,869730518069789;0,384447690343801;FALSE;100;"4";"Pregnancy"
"h_no2_ratio_preg_Log";"e3_bw";0;-0,00017335499103371;-0,00105612318374869;0,0040005375245951;-0,00801426445804112;0,0076675544759737;-0,00949662423450166;0,00753219674714478;-0,0433329246302358;0,965436145803634;FALSE;100;"4";"Pregnancy"
"h_pm10_ratio_preg_None";"e3_bw";0;-0,0141087733609442;-0,0141639877556869;0,00472822888857729;-0,0233759316932175;-0,00484161502867084;-0,0228412065550059;-0,00482274103658506;-2,98394466372576;0,00284558229561532;TRUE;100;"4";"Pregnancy"
"h_pm25_ratio_preg_None";"e3_bw";0;-0,00340401540078021;-0,00313308155462348;0,00324474749626076;-0,0097636036323778;0,00295557283081738;-0,00826677921561154;0,0028441395979474;-1,04908483778876;0,294139073812057;FALSE;100;"4";"Pregnancy"
"h_accesslines300_preg_dic0";"e3_bw";0;0,0370459843632091;0,0380256298108774;0,01342654085468;0,0107304478510807;0,0633615208753374;0,0117619522184222;0,0621285554962888;2,75916073724204;0,00579500236127837;TRUE;100;"4";"Pregnancy"
"h_accesspoints300_preg_Log";"e3_bw";0;0,00410023436145461;0,00520399043609304;0,00428252981516395;-0,00429336983898571;0,0124938385618949;-0,00122033450556575;0,0146072739433515;0,957432764842907;0,338348867390671;FALSE;100;"4";"Pregnancy"
"h_builtdens300_preg_Sqrt";"e3_bw";0;0,000145491801094396;-0,000178508081969296;0,00384236667799439;-0,00738540850317141;0,00767639210536021;-0,00656928206799997;0,00647455022663343;0,0378651527267405;0,969795197208268;FALSE;100;"4";"Pregnancy"
"h_connind300_preg_Sqrt";"e3_bw";0;0,00165511834831135;0,00218806430583867;0,00327475630785073;-0,00476328607322145;0,00807352276984415;-0,00434885207995032;0,00832218702225798;0,50541725634468;0,613265801131405;FALSE;100;"4";"Pregnancy"
"h_fdensity300_preg_Log";"e3_bw";0;0,004865413737215;0,00468803168456941;0,00362366428480569;-0,00223683775306823;0,0119676652274982;-0,00252836764085185;0,0115497429666245;1,34267784066423;0,179376313003247;FALSE;100;"4";"Pregnancy"
"h_frichness300_preg_None";"e3_bw";0;0,0115966078396434;0,0113992259302047;0,00382686896034692;0,00409608250380916;0,0190971331754775;0,00476646340355841;0,0185440070448495;3,03031223692386;0,00244301034909719;TRUE;100;"4";"Pregnancy"
"h_landuseshan300_preg_None";"e3_bw";0;0,00612156994941567;0,00593853021786626;0,00304277011333644;0,000157850114041395;0,0120852897847899;-4,19332990044505e-05;0,0122934516274355;2,01184109262309;0,044236690670883;TRUE;100;"4";"Pregnancy"
"h_popdens_preg_Sqrt";"e3_bw";0;0,00301235996897733;0,00419021739821081;0,00444198913763401;-0,00569377876050346;0,0117184986984581;-0,00362974095599833;0,0126699197189517;0,678155636054041;0,497673017963856;FALSE;100;"4";"Pregnancy"
"h_walkability_mean_preg_None";"e3_bw";0;-0,00783745900947785;-0,0084089442841933;0,00369666846043858;-0,0150827960547226;-0,000592121964233106;-0,0149382542742474;-0,000998125496507899;-2,12014117396614;0,033994141563608;TRUE;100;"4";"Pregnancy"
"hs_as_m_Log2";"e3_bw";0;0,00455999678184807;0,00375408736047884;0,00260788470210237;-0,000551363310105533;0,00967135687380167;-0,000981515134747565;0,00867863760968065;1,74854232557597;0,0803701632092155;FALSE;100;"4";"Pregnancy"
"hs_cd_m_Log2";"e3_bw";0;-0,00170701631203611;-0,000707974538151695;0,00292374172558794;-0,00743744479428547;0,00402341217021324;-0,00663035949996358;0,00484925208277778;-0,583846479015804;0,559323604328499;FALSE;100;"4";"Pregnancy"
"hs_co_m_Log2";"e3_bw";0;0,00172550230128634;0,00134175285323515;0,00301276980233244;-0,0041794180049951;0,00763042260756777;-0,00427466147283072;0,0067369809103097;0,572729552702792;0,566827824450756;FALSE;100;"4";"Pregnancy"
"hs_cs_m_Log2";"e3_bw";0;-0,0105659404740565;-0,010786308395815;0,00296772575379465;-0,016382576067486;-0,00474930488062696;-0,0168786542223636;-0,00566069379995504;-3,56028196356972;0,000370456798669649;TRUE;100;"4";"Pregnancy"
"hs_cu_m_Log2";"e3_bw";0;-0,00571955357333367;-0,00468829511143844;0,00303571369297086;-0,0116694430789316;0,0002303359322643;-0,011607279672252;0,00101731594477227;-1,88408860380252;0,0595529914748249;FALSE;100;"4";"Pregnancy"
"hs_hg_m_Log2";"e3_bw";0;-0,00502153549901751;-0,00506974652653931;0,00408851482796552;-0,0130348773120879;0,00299180631405287;-0,0129766356722747;0,00220920993222481;-1,22820527998825;0,21936991713942;FALSE;100;"4";"Pregnancy"
"hs_mn_m_Log2";"e3_bw";0;0,00227547350012235;0,00159382341130609;0,00300022462442804;-0,00360485870928682;0,00815580570953151;-0,00381454570413702;0,00827286470276795;0,758434379077914;0,448190983262387;FALSE;100;"4";"Pregnancy"
"hs_mo_m_Log2";"e3_bw";0;-0,00166937258256473;-0,00208878189625918;0,00256070010953094;-0,00668825257245314;0,00334950740732368;-0,00664622097269452;0,00290604045453375;-0,651920377693318;0,514452538419247;FALSE;100;"4";"Pregnancy"
"hs_pb_m_Log2";"e3_bw";0;-0,000515265053784143;-0,0010812967971978;0,00278034718864218;-0,00596464540804001;0,00493411530047172;-0,00673773535993374;0,0036804399905078;-0,185323996905501;0,852974917217727;FALSE;100;"4";"Pregnancy"
"h_humidity_preg_None";"e3_bw";0;0,044250972104828;0,0449379956777278;0,00482943514425712;0,0347854531564121;0,053716491053244;0,0349791888363798;0,0528385411011372;9,16276350816071;5,05849799440727e-20;TRUE;100;"4";"Pregnancy"
"h_pressure_preg_None";"e3_bw";0;-0,0361850972931027;-0,0363586802143153;0,00618083411349986;-0,048299309549979;-0,0240708850362264;-0,046882259688733;-0,0240560480475351;-5,85440356894049;4,78724876562305e-09;TRUE;100;"4";"Pregnancy"
"h_temperature_preg_None";"e3_bw";0;0,00207425398183609;0,000323906224727238;0,00406068414228076;-0,00588454068962713;0,0100330486532993;-0,00786696167965008;0,00886473078028937;0,51081391931928;0,609481361535416;FALSE;100;"4";"Pregnancy"
"h_ndvi100_preg_None";"e3_bw";0;0,0126775537021298;0,0124519676952453;0,00485001590305682;0,00317169720769194;0,0221834101965677;0,0033379281122705;0,02028589557453;2,61392002738373;0,0089509985391742;TRUE;100;"4";"Pregnancy"
"hs_dde_madj_Log2";"e3_bw";0;-0,00403520900610276;-0,00407079509495471;0,00326921173898338;-0,0104427462723457;0,00237232826014021;-0,0104667195110934;0,00311089219834308;-1,23430641031455;0,217088748157492;FALSE;100;"4";"Pregnancy"
"hs_ddt_madj_Log2";"e3_bw";0;-0,00396514410867466;-0,00371979733438494;0,00247371617132374;-0,0088135387124435;0,00088325049509419;-0,0080156871437177;0,00102325333093869;-1,60290988701134;0,108954550530494;FALSE;100;"4";"Pregnancy"
