"exposure";"outcome";"lambda";"beta_unpenalized";"bootstrap_mean";"bootstrap_standard_error";"ci95_lower";"ci95_upper";"bootstrap_q025";"bootstrap_q975";"z_value";"p_value";"significant";"n_valid_bootstrap";"omitted_cohort";"scenario"
"hs_no2_dy_hs_h_Log";"e3_bw";0;0,0204695016389861;0,0204518250036669;0,00482559789776863;0,0110115035554874;0,0299274997224848;0,0126145497713444;0,0286902957884843;4,24185812258647;2,21676816593567e-05;TRUE;100;"5";"Childhood"
"hs_no2_wk_hs_h_Log";"e3_bw";0;0,0204754497324259;0,0220016055235841;0,00444283836993191;0,0117676465382267;0,0291832529266251;0,0134453160443993;0,03094220406134;4,60864159970323;4,05308298874003e-06;TRUE;100;"5";"Childhood"
"hs_no2_yr_hs_h_Log";"e3_bw";0;0,0482628604473405;0,0493210757791291;0,00663315883710576;0,0352621080228797;0,0612636128718014;0,0385583549526911;0,0634985497832343;7,27599950982012;3,4386483585394e-13;TRUE;100;"5";"Childhood"
"hs_pm10_dy_hs_h_None";"e3_bw";0;-0,00424291444969361;-0,00358255131498097;0,00440850764667829;-0,0128834306627525;0,00439760176336526;-0,0114115806058477;0,00566024184673643;-0,962437811101576;0,335829727973535;FALSE;100;"5";"Childhood"
"hs_pm10_wk_hs_h_None";"e3_bw";0;-0,00569332301930492;-0,00654035665767534;0,00437160623760602;-0,0142615137996034;0,00287486776099354;-0,0170948388645325;9,64878235289206e-05;-1,30234122422304;0,192799765193476;FALSE;100;"5";"Childhood"
"hs_pm10_yr_hs_h_None";"e3_bw";0;-0,0270934827624026;-0,0281277442353687;0,00509297192450114;-0,0370755243086985;-0,0171114412161067;-0,037775805942644;-0,0189800851350639;-5,31977854267405;1,03893637724287e-07;TRUE;100;"5";"Childhood"
"hs_pm25_dy_hs_h_None";"e3_bw";0;-0,005130213323324;-0,00508884252493235;0,0042300756440286;-0,0134210092375001;0,00316058259085212;-0,0127021970380044;0,00329530212477847;-1,21279470038936;0,225208322119085;FALSE;100;"5";"Childhood"
"hs_pm25_wk_hs_h_None";"e3_bw";0;-0,00961338286950384;-0,0103812378118729;0,00620584067869538;-0,0217766070935404;0,00254984135453272;-0,023489881165687;-0,00144363408158633;-1,54908631517186;0,121360972141421;FALSE;100;"5";"Childhood"
"hs_pm25_yr_hs_h_None";"e3_bw";0;0,0142701625230995;0,0147858750877081;0,00665209322825997;0,00123229937390718;0,0273080256722918;0,00361538526797008;0,0261851746277183;2,14521384975121;0,0319357527683556;TRUE;100;"5";"Childhood"
"hs_pm25abs_dy_hs_h_Log";"e3_bw";0;-0,000180593605266682;-0,000228656556629402;0,00395760705671384;-0,00793736090138738;0,00757617369085401;-0,00704844299138486;0,00703136076924521;-0,0456320202280609;0,963603547295206;FALSE;100;"5";"Childhood"
"hs_pm25abs_wk_hs_h_Log";"e3_bw";0;-0,0109416938734318;-0,0112742252369699;0,00440374781412585;-0,0195728809861155;-0,00231050676074819;-0,0193701406625353;-0,00165544958807719;-2,48463225762708;0,0129685324935209;TRUE;100;"5";"Childhood"
"hs_pm25abs_yr_hs_h_Log";"e3_bw";0;-0,0136002872184553;-0,0139387874823626;0,00494052561327936;-0,0232835394851805;-0,00391703495173005;-0,0250617204158737;-0,00555853119972364;-2,75280168205177;0,00590876778437384;TRUE;100;"5";"Childhood"
"hs_accesslines300_h_dic0";"e3_bw";0;-0,0393266288800443;-0,0402375256750816;0,0136041073486437;-0,0659901893252027;-0,012663068434886;-0,0646255360797511;-0,0153839035356974;-2,8907908378101;0,00384273780939022;TRUE;100;"5";"Childhood"
