"exposure";"outcome";"lambda";"beta_unpenalized";"bootstrap_mean";"bootstrap_standard_error";"ci95_lower";"ci95_upper";"bootstrap_q025";"bootstrap_q975";"z_value";"p_value";"significant";"n_valid_bootstrap";"omitted_cohort";"scenario"
"h_abs_ratio_preg_Log";"e3_bw";0;0,0421884089454299;0,0316824746024308;0,034479560942347;-0,0253902887043241;0,109767106595184;-0,0238386734972942;0,0991674898016243;1,22357732501214;0,221111717788625;FALSE;100;"6";"Combined"
"h_no2_ratio_preg_Log";"e3_bw";0;0,0199711159387794;0,0216391720072958;0,038857923780227;-0,0561890151844679;0,0961312470620267;-0,0830458701592074;0,0938875032058063;0,513952213497875;0,607285401030598;FALSE;100;"6";"Combined"
"h_pm25_ratio_preg_None";"e3_bw";0;0,0488749130539505;0,0353527764323409;0,0288500626107407;-0,0076701706148268;0,105419996722728;-0,0285162886774713;0,0799430648432128;1,69410076204669;0,0902461375575435;FALSE;100;"6";"Combined"
"h_accesslines300_preg_dic0";"e3_bw";0;-0,0298902276997262;-0,0257175447187709;0,0694912852834977;-0,16609064409478;0,106310188695328;-0,158671420004562;0,0979053284948248;-0,430129153285705;0,66710169418683;FALSE;100;"6";"Combined"
"h_accesspoints300_preg_Log";"e3_bw";0;0,0279078553466609;0,0382738556123276;0,0264720432624109;-0,0239763960448507;0,0797921067381724;-0,00855736596257363;0,100028326025764;1,05423880846738;0,291773596339492;FALSE;100;"6";"Combined"
"h_builtdens300_preg_Sqrt";"e3_bw";0;0,002476900795604;0,00964973100973194;0,0337664039275685;-0,0637040347898621;0,0686578363810701;-0,066673513653608;0,0689031802569677;0,0733540000563027;0,941524421567844;FALSE;100;"6";"Combined"
"h_connind300_preg_Sqrt";"e3_bw";0;0,0252318374554646;0,0217146339255309;0,027954056071991;-0,0295571056674509;0,0800207805783801;-0,0289367553173411;0,0764771186982991;0,902618117044779;0,366728607839683;FALSE;100;"6";"Combined"
"h_fdensity300_preg_Log";"e3_bw";0;0,0194859427087523;0,00323522715500125;0,0364967006035941;-0,0520462760288333;0,0910181614463379;-0,0787805724694368;0,0767376503331393;0,533909706534771;0,593404006155583;FALSE;100;"6";"Combined"
"h_frichness300_preg_None";"e3_bw";0;0,0172100359536885;0,0289750186501259;0,028811301606553;-0,0392590775428763;0,0736791494502533;-0,0174740084406254;0,0892689947332501;0,597336287985481;0,550282881520334;FALSE;100;"6";"Combined"
"h_landuseshan300_preg_None";"e3_bw";0;0,00189846228057273;0,0194151590196594;0,0277685803664995;-0,0525269551395722;0,0563238797007177;-0,0231229792050171;0,0834906293056849;0,0683672789719951;0,945493268462445;FALSE;100;"6";"Combined"
"h_popdens_preg_Sqrt";"e3_bw";0;-0,0183966168750394;-0,00967197417303827;0,0278344856475664;-0,0729512062724665;0,0361579725223877;-0,0562545466960002;0,0504026198160584;-0,660928932115828;0,508657890746346;FALSE;100;"6";"Combined"
"h_walkability_mean_preg_None";"e3_bw";0;-0,021206953734381;-0,0362774141735226;0,0333291945663887;-0,0865309747182309;0,0441170672494688;-0,100699067348622;0,012659297899842;-0,63628761541593;0,524588975543705;FALSE;100;"6";"Combined"
"hs_as_m_Log2";"e3_bw";0;-0,00633689677325563;-0,00614609845005056;0,0211420231198956;-0,0477745006485642;0,035100707102053;-0,0543013233805987;0,0299992192441945;-0,299729914082456;0,764383178922233;FALSE;100;"6";"Combined"
"hs_cd_m_Log2";"e3_bw";0;0,00194368227181928;0,000632663234964062;0,0182958432822472;-0,0339155116281742;0,0378028761718128;-0,0325312993850952;0,0355517536810876;0,106236276832633;0,915394889044723;FALSE;100;"6";"Combined"
"hs_co_m_Log2";"e3_bw";0;0,0112240963859907;0,00265428340651104;0,0217434210634445;-0,0313922257990502;0,0538404185710316;-0,0380637067683873;0,0396320561537238;0,51620655062698;0,605710155613435;FALSE;100;"6";"Combined"
