"exposure";"outcome";"lambda";"selection_tol";"beta_original";"beta_boot_mean_all";"beta_boot_mean_selected";"beta_boot_median_selected";"beta_boot_sd_all";"beta_boot_q025_all";"beta_boot_q975_all";"beta_boot_q025_selected";"beta_boot_q975_selected";"n_selected";"sel_prob";"sel_prob_threshold";"passes_sel_prob";"sign_consistency";"sign_consistency_threshold";"passes_sign_consistency";"passes_stability_filter";"prop_positive";"prop_negative";"prop_zero"
"h_abs_ratio_preg_Log";"e3_bw";0,000121507529397887;1e-12;-0,00413244680991329;-0,00411408062450124;-0,00411408062450124;-0,00392351441909484;0,00453673235484784;-0,0118208165526669;0,00510520883432771;-0,0118208165526669;0,00510520883432771;100;1;0,9;TRUE;0,84;0,8;TRUE;TRUE;0,16;0,84;0
"h_no2_ratio_preg_Log";"e3_bw";0,000121507529397887;1e-12;-0,000173354907357662;-0,000953528510477652;-0,000953528510477652;-0,00138978072743309;0,00501497258484581;-0,0100549101591831;0,0078825676550293;-0,0100549101591831;0,0078825676550293;100;1;0,9;TRUE;0,58;0,8;FALSE;FALSE;0,42;0,58;0
"h_pm10_ratio_preg_None";"e3_bw";0,000121507529397887;1e-12;-0,0141087703641483;-0,0142942708673625;-0,0142942708673625;-0,0144786368113895;0,00496053905587921;-0,0229049606593834;-0,00495730912999542;-0,0229049606593834;-0,00495730912999542;100;1;0,9;TRUE;0,99;0,8;TRUE;TRUE;0,01;0,99;0
"h_pm25_ratio_preg_None";"e3_bw";0,000121507529397887;1e-12;-0,00340401369241234;-0,00310888255301958;-0,00310888255301958;-0,00316062177191709;0,00352711365403663;-0,00919311968655027;0,00302425099018712;-0,00919311968655027;0,00302425099018712;100;1;0,9;TRUE;0,8;0,8;TRUE;TRUE;0,2;0,8;0
"h_accesslines300_preg_dic0";"e3_bw";0,000121507529397887;1e-12;0,0370459804487336;0,0384142856648606;0,0384142856648606;0,03899998509686;0,0140458219144696;0,0157987904244741;0,0675152933173374;0,0157987904244741;0,0675152933173374;100;1;0,9;TRUE;0,99;0,8;TRUE;TRUE;0,99;0,01;0
"h_accesspoints300_preg_Log";"e3_bw";0,000121507529397887;1e-12;0,00410023170443068;0,00528690151765852;0,00528690151765852;0,00566747967400844;0,00450863684162132;-0,0035813284505798;0,013038503254649;-0,0035813284505798;0,013038503254649;100;1;0,9;TRUE;0,88;0,8;TRUE;TRUE;0,88;0,12;0
"h_builtdens300_preg_Sqrt";"e3_bw";0,000121507529397887;1e-12;0,000145491588388896;-1,65312472185008e-05;-1,65312472185008e-05;-0,000195252870197874;0,00378894510465108;-0,00673183479693282;0,00765590545725865;-0,00673183479693282;0,00765590545725865;100;1;0,9;TRUE;0,47;0,8;FALSE;FALSE;0,47;0,53;0
"h_connind300_preg_Sqrt";"e3_bw";0,000121507529397887;1e-12;0,00165511785273423;0,00192879311843327;0,00192879311843327;0,00188818336632581;0,00301966004914639;-0,00345762499444085;0,00742535036773641;-0,00345762499444085;0,00742535036773641;100;1;0,9;TRUE;0,73;0,8;FALSE;FALSE;0,73;0,27;0
"h_fdensity300_preg_Log";"e3_bw";0,000121507529397887;1e-12;0,00486541259964759;0,00469967548493895;0,00469967548493895;0,00475499682953058;0,00431350750885733;-0,00360353981276928;0,0123483405514054;-0,00360353981276928;0,0123483405514054;100;1;0,9;TRUE;0,86;0,8;TRUE;TRUE;0,86;0,14;0
"h_frichness300_preg_None";"e3_bw";0,000121507529397887;1e-12;0,0115966040899052;0,0115515163019453;0,0115515163019453;0,0121815300759281;0,00441755686862846;0,00274471331751107;0,0199016998784203;0,00274471331751107;0,0199016998784203;100;1;0,9;TRUE;0,99;0,8;TRUE;TRUE;0,99;0,01;0
