"exposure";"outcome";"lambda";"selection_tol";"beta_original";"beta_boot_mean_all";"beta_boot_mean_selected";"beta_boot_median_selected";"beta_boot_sd_all";"beta_boot_q025_all";"beta_boot_q975_all";"beta_boot_q025_selected";"beta_boot_q975_selected";"n_selected";"sel_prob";"sel_prob_threshold";"passes_sel_prob";"sign_consistency";"sign_consistency_threshold";"passes_sign_consistency";"passes_stability_filter";"prop_positive";"prop_negative";"prop_zero"
"h_abs_ratio_preg_Log";"e3_bw";0,23895795329256;1e-12;0,00261664014796334;0,000699634463855982;0,00076882908116042;0,00191577258753043;0,015052627182153;-0,0280246115967833;0,0268635575116129;-0,02914467228385;0,0290815778183946;91;0,91;0,9;TRUE;0,549450549450549;0,8;FALSE;FALSE;0,5;0,41;0,09
"h_no2_ratio_preg_Log";"e3_bw";0,23895795329256;1e-12;0,00446580776870472;0,00542459368073422;0,00623516515026922;0,0070667510040646;0,0159665365175583;-0,0278272761353165;0,0377111135772779;-0,0279366919309652;0,0406835318406636;87;0,87;0,9;FALSE;0,67816091954023;0,8;FALSE;FALSE;0,59;0,28;0,13
"h_pm10_ratio_preg_None";"e3_bw";0,23895795329256;1e-12;0;-0,00501003100855524;-0,0100200620171105;-0,00871959988881625;0,0159227276540661;-0,0420682331834606;0,0162863409471674;-0,0453634683930099;0,0363211721914277;50;0,5;0,9;FALSE;NA;0,8;FALSE;FALSE;0,14;0,36;0,5
"h_pm25_ratio_preg_None";"e3_bw";0,23895795329256;1e-12;0,00959245108034926;0,0052611744670104;0,00565717684624774;0,00417563358235003;0,0175246412207433;-0,0315422044068867;0,0403016065285876;-0,0316308155954521;0,0406322227128636;93;0,93;0,9;TRUE;0,67741935483871;0,8;FALSE;FALSE;0,63;0,3;0,07
"h_accesslines300_preg_dic0";"e3_bw";0,23895795329256;1e-12;-0,0635703195705467;-0,0408175844761039;-0,0408175844761039;-0,0491022810992539;0,120635603905288;-0,281371346112064;0,209325275176514;-0,281371346112064;0,209325275176514;100;1;0,9;TRUE;0,68;0,8;FALSE;FALSE;0,32;0,68;0
"h_accesspoints300_preg_Log";"e3_bw";0,23895795329256;1e-12;0,00760566374439262;0,0262073490303807;0,0272993219066466;0,0203338813259873;0,0279903364382915;-0,00501554410436399;0,0872522896951528;-0,00506952173195213;0,0875709035708935;96;0,96;0,9;TRUE;0,895833333333333;0,8;TRUE;TRUE;0,86;0,1;0,04
"h_builtdens300_preg_Sqrt";"e3_bw";0,23895795329256;1e-12;0,00292169314815934;0,00393493901537635;0,00474089037997151;0,00453897643005238;0,0142609031061032;-0,0233014692346366;0,0337123744335408;-0,024799028371782;0,0342845525430882;83;0,83;0,9;FALSE;0,710843373493976;0,8;FALSE;FALSE;0,59;0,24;0,17
"h_connind300_preg_Sqrt";"e3_bw";0,23895795329256;1e-12;0,0100410475928462;0,00684412371851634;0,00743926491143081;0,00547470925539448;0,0192764387446097;-0,0317850628194264;0,0486610049712011;-0,0319621077907908;0,0487566022222894;92;0,92;0,9;TRUE;0,673913043478261;0,8;FALSE;FALSE;0,62;0,3;0,08
"h_fdensity300_preg_Log";"e3_bw";0,23895795329256;1e-12;3,12984302632965e-05;0,002631286010486;0,0036045013842274;0,00140875583751997;0,0145688726066257;-0,0266511845875534;0,033057043303924;-0,0287619276508956;0,0374993566054111;73;0,73;0,9;FALSE;0,575342465753425;0,8;FALSE;FALSE;0,42;0,31;0,27
"h_frichness300_preg_None";"e3_bw";0,23895795329256;1e-12;0;0,00805822884117832;0,012209437638149;0,0098590310018307;0,0135553464762674;-0,0101269972384528;0,0428247970726082;-0,0117696941721464;0,0448468998872698;66;0,66;0,9;FALSE;NA;0,8;FALSE;FALSE;0,53;0,13;0,34
