"exposure";"outcome";"lambda";"selection_tol";"beta_original";"beta_boot_mean_all";"beta_boot_mean_selected";"beta_boot_median_selected";"beta_boot_sd_all";"beta_boot_q025_all";"beta_boot_q975_all";"beta_boot_q025_selected";"beta_boot_q975_selected";"n_selected";"sel_prob";"sel_prob_threshold";"passes_sel_prob";"sign_consistency";"sign_consistency_threshold";"passes_sign_consistency";"passes_stability_filter";"prop_positive";"prop_negative";"prop_zero"
"h_abs_ratio_preg_Log";"e3_bw";0,23895795329256;1e-12;0,00529799032600191;-0,0044720772382914;-0,00456334412070551;-0,00548706191817934;0,0263147495104992;-0,0593130209140643;0,0401879007491104;-0,0595713132733929;0,0402085177476839;98;0,98;0,9;TRUE;0,428571428571429;0,8;FALSE;FALSE;0,42;0,56;0,02
"h_no2_ratio_preg_Log";"e3_bw";0,23895795329256;1e-12;0,0155272535442638;0,0207070646981455;0,0209162269678237;0,0199738186496864;0,0276234436307606;-0,0413282450292858;0,073712300286183;-0,041466890738932;0,0738124561437397;99;0,99;0,9;TRUE;0,787878787878788;0,8;FALSE;FALSE;0,78;0,21;0,01
"h_pm10_ratio_preg_None";"e3_bw";0,23895795329256;1e-12;0;-0,000926833875607881;-0,00162602434317172;-0,00147079141910088;0,0120106385134289;-0,0291068126795873;0,0244959512519543;-0,0353116157299183;0,0358717995731489;57;0,57;0,9;FALSE;NA;0,8;FALSE;FALSE;0,27;0,3;0,43
"h_pm25_ratio_preg_None";"e3_bw";0,23895795329256;1e-12;0,0103823129063455;0,0156542776898572;0,0170155192281056;0,0168749331166925;0,0137886019865184;-0,00634112550826849;0,0419154035332735;-0,0064359748908634;0,0420796886340003;92;0,92;0,9;TRUE;0,934782608695652;0,8;TRUE;TRUE;0,86;0,06;0,08
"h_accesslines300_preg_dic0";"e3_bw";0,23895795329256;1e-12;-0,00775099324074096;0,0187808697563665;0,019769336585649;0,00855052835968041;0,0689407231119265;-0,109453293442388;0,149111945029141;-0,1094658669356;0,149336782243149;95;0,95;0,9;TRUE;0,442105263157895;0,8;FALSE;FALSE;0,53;0,42;0,05
"h_accesspoints300_preg_Log";"e3_bw";0,23895795329256;1e-12;0,00129374841131527;0,0201123642154649;0,0236616049593705;0,0137168555505652;0,0268573957415012;-0,00137186745189968;0,0911368260815295;-0,00158258005846023;0,0913060283584845;85;0,85;0,9;FALSE;0,905882352941176;0,8;TRUE;FALSE;0,77;0,08;0,15
"h_builtdens300_preg_Sqrt";"e3_bw";0,23895795329256;1e-12;0;0,0033924679542515;0,00477812387922746;0,00405670949795777;0,00921528787919881;-0,0125442080060214;0,0242134728795337;-0,0132323327146672;0,0279617821763688;71;0,71;0,9;FALSE;NA;0,8;FALSE;FALSE;0,47;0,24;0,29
"h_connind300_preg_Sqrt";"e3_bw";0,23895795329256;1e-12;-0,000367798871249734;-0,000324674619480436;-0,000427203446684784;-0,00100602429747223;0,0172543736266053;-0,0366881493753456;0,0353414314949949;-0,0383700963299659;0,0382041674075816;76;0,76;0,9;FALSE;0,578947368421053;0,8;FALSE;FALSE;0,32;0,44;0,24
"h_fdensity300_preg_Log";"e3_bw";0,23895795329256;1e-12;0,00217636150886528;-0,000460434465306375;-0,000590300596546634;0,00122376337876425;0,0194292025306518;-0,0537756166112273;0,0392518938322325;-0,0555755678566604;0,0408664410208542;78;0,78;0,9;FALSE;0,602564102564103;0,8;FALSE;FALSE;0,47;0,31;0,22
"h_frichness300_preg_None";"e3_bw";0,23895795329256;1e-12;0;0,0120618394596978;0,0169885062812645;0,0123437080242962;0,0169942754925246;-0,00354492834034766;0,0519336639074384;-0,00552711865836642;0,0576806824446795;71;0,71;0,9;FALSE;NA;0,8;FALSE;FALSE;0,65;0,06;0,29
