"exposure";"outcome";"lambda";"selection_tol";"beta_original";"beta_boot_mean_all";"beta_boot_mean_selected";"beta_boot_median_selected";"beta_boot_sd_all";"beta_boot_q025_all";"beta_boot_q975_all";"beta_boot_q025_selected";"beta_boot_q975_selected";"n_selected";"sel_prob";"sel_prob_threshold";"passes_sel_prob";"sign_consistency";"sign_consistency_threshold";"passes_sign_consistency";"passes_stability_filter";"prop_positive";"prop_negative";"prop_zero"
"h_abs_ratio_preg_Log";"e3_bw";0,000121507529397887;1e-12;-0,0171685656180519;-0,0169071062642432;-0,0169071062642432;-0,0169763908308413;0,00473600271402733;-0,0251464642003894;-0,00777468058123632;-0,0251464642003894;-0,00777468058123632;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;0;1;0
"h_no2_ratio_preg_Log";"e3_bw";0,000121507529397887;1e-12;0,01045275506655;0,00932319791310394;0,00932319791310394;0,0088167557271455;0,00517194752757327;-8,9127157143241e-05;0,0197515368593794;-8,9127157143241e-05;0,0197515368593794;100;1;0,9;TRUE;0,97;0,8;TRUE;TRUE;0,97;0,03;0
"h_pm10_ratio_preg_None";"e3_bw";0,000121507529397887;1e-12;-0,0148634748457719;-0,0147182656511324;-0,0147182656511324;-0,0144602807017666;0,00468979205827302;-0,023466082236725;-0,00570722577305009;-0,023466082236725;-0,00570722577305009;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;0;1;0
"h_pm25_ratio_preg_None";"e3_bw";0,000121507529397887;1e-12;0,00385027321538448;0,00292999297134655;0,00292999297134655;0,00262332206816199;0,00373296320606794;-0,00406273817020648;0,0102680892926849;-0,00406273817020648;0,0102680892926849;100;1;0,9;TRUE;0,8;0,8;TRUE;TRUE;0,8;0,2;0
"h_accesslines300_preg_dic0";"e3_bw";0,000121507529397887;1e-12;0,0348310181616512;0,0358601395385748;0,0358601395385748;0,0369219223530812;0,0113947605976501;0,0137379685384819;0,055579829928722;0,0137379685384819;0,055579829928722;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;1;0;0
"h_accesspoints300_preg_Log";"e3_bw";0,000121507529397887;1e-12;0,00439778397402084;0,00697405833060482;0,00697405833060482;0,00687700339495195;0,00429174860747839;-0,000296454250498301;0,0145825081873984;-0,000296454250498301;0,0145825081873984;100;1;0,9;TRUE;0,97;0,8;TRUE;TRUE;0,97;0,03;0
"h_builtdens300_preg_Sqrt";"e3_bw";0,000121507529397887;1e-12;-0,00108043284994334;-0,00170987916770329;-0,00170987916770329;-0,00162504325263399;0,00401139671162071;-0,00956493912615091;0,00539273493732826;-0,00956493912615091;0,00539273493732826;100;1;0,9;TRUE;0,66;0,8;FALSE;FALSE;0,34;0,66;0
"h_connind300_preg_Sqrt";"e3_bw";0,000121507529397887;1e-12;0,00285564986969723;0,00417118695553578;0,00417118695553578;0,00400840255613323;0,00369854711678879;-0,00236286745300503;0,0116566668155998;-0,00236286745300503;0,0116566668155998;100;1;0,9;TRUE;0,86;0,8;TRUE;TRUE;0,86;0,14;0
"h_fdensity300_preg_Log";"e3_bw";0,000121507529397887;1e-12;0,00705705561472164;0,0059836522158962;0,0059836522158962;0,00565386705172478;0,00501162585135563;-0,00345902912778544;0,014787315541684;-0,00345902912778544;0,014787315541684;100;1;0,9;TRUE;0,88;0,8;TRUE;TRUE;0,88;0,12;0
"h_frichness300_preg_None";"e3_bw";0,000121507529397887;1e-12;0,00885859451371634;0,00917836106485254;0,00917836106485254;0,00888030344598662;0,00414791461542493;0,00170397027423814;0,0182453388645858;0,00170397027423814;0,0182453388645858;100;1;0,9;TRUE;0,99;0,8;TRUE;TRUE;0,99;0,01;0
"h_landuseshan300_preg_None";"e3_bw";0,000121507529397887;1e-12;0,00495947179279638;0,00462512003749585;0,00462512003749585;0,00471664410089906;0,00303563535579629;-0,00080198715379688;0,0109333275253102;-0,00080198715379688;0,0109333275253102;100;1;0,9;TRUE;0,94;0,8;TRUE;TRUE;0,94;0,06;0
"h_popdens_preg_Sqrt";"e3_bw";0,000121507529397887;1e-12;0,00246047872115144;0,00247915072801691;0,00247915072801691;0,00249051721231112;0,0038376423842781;-0,00441897371650815;0,00984770029183464;-0,00441897371650815;0,00984770029183464;100;1;0,9;TRUE;0,75;0,8;FALSE;FALSE;0,75;0,25;0
"h_walkability_mean_preg_None";"e3_bw";0,000121507529397887;1e-12;-0,0104857104515295;-0,0104418236825999;-0,0104418236825999;-0,0108963459387523;0,00380587630757951;-0,0164439731792041;-0,00220662580581367;-0,0164439731792041;-0,00220662580581367;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;0;1;0
"hs_as_m_Log2";"e3_bw";0,000121507529397887;1e-12;0,00523555472936317;0,00441149515308637;0,00441149515308637;0,00430783576470208;0,00354715680358989;-0,00311283026405732;0,0100427002175874;-0,00311283026405732;0,0100427002175874;100;1;0,9;TRUE;0,92;0,8;TRUE;TRUE;0,92;0,08;0
"hs_cd_m_Log2";"e3_bw";0,000121507529397887;1e-12;0,00167187833039068;0,0014625978601883;0,0014625978601883;0,00120011204398759;0,00310784977513515;-0,00456402065813323;0,0075232247302979;-0,00456402065813323;0,0075232247302979;100;1;0,9;TRUE;0,65;0,8;FALSE;FALSE;0,65;0,35;0
"hs_co_m_Log2";"e3_bw";0,000121507529397887;1e-12;0,00442476437802876;0,00448854469946997;0,00448854469946997;0,00474512375882321;0,00322756166452916;-0,00212223519648928;0,0102348775096943;-0,00212223519648928;0,0102348775096943;100;1;0,9;TRUE;0,9;0,8;TRUE;TRUE;0,9;0,1;0
"hs_cs_m_Log2";"e3_bw";0,000121507529397887;1e-12;-0,00712843339916677;-0,00839653993225264;-0,00839653993225264;-0,00879837767428016;0,00384136261392958;-0,0152318060053953;-0,000319262791509925;-0,0152318060053953;-0,000319262791509925;100;1;0,9;TRUE;0,98;0,8;TRUE;TRUE;0,02;0,98;0
"hs_cu_m_Log2";"e3_bw";0,000121507529397887;1e-12;-0,00284316616992634;-0,00261630666145008;-0,00261630666145008;-0,00278088993342727;0,00304146631399601;-0,00811010166963628;0,00320342832989058;-0,00811010166963628;0,00320342832989058;100;1;0,9;TRUE;0,77;0,8;FALSE;FALSE;0,23;0,77;0
