"exposure";"outcome";"lambda";"selection_tol";"beta_original";"beta_boot_mean_all";"beta_boot_mean_selected";"beta_boot_median_selected";"beta_boot_sd_all";"beta_boot_q025_all";"beta_boot_q975_all";"beta_boot_q025_selected";"beta_boot_q975_selected";"n_selected";"sel_prob";"sel_prob_threshold";"passes_sel_prob";"sign_consistency";"sign_consistency_threshold";"passes_sign_consistency";"passes_stability_filter";"prop_positive";"prop_negative";"prop_zero"
"hs_no2_dy_hs_h_Log";"e3_bw";0,18953694118342;1e-12;0,0189835484852114;0,0364800410333662;0,0368485262963295;0,0304759005349679;0,0400242976883178;-0,0231743681374671;0,129332470072018;-0,0232551092196825;0,129612379890055;99;0,99;0,9;TRUE;0,828282828282828;0,8;TRUE;TRUE;0,82;0,17;0,01
"hs_no2_wk_hs_h_Log";"e3_bw";0,18953694118342;1e-12;0;-0,0150492075605063;-0,017915723286317;-0,0136324845255532;0,0185558614806972;-0,0522594256427903;0,00903807075193604;-0,0530962170630756;0,00931169765602364;84;0,84;0,9;FALSE;NA;0,8;FALSE;FALSE;0,13;0,71;0,16
"hs_no2_yr_hs_h_Log";"e3_bw";0,18953694118342;1e-12;0,000430791901895005;0,00503467707623222;0,00524445528774189;0,00423361899539913;0,0207389914532201;-0,0335653520631272;0,0487076875786176;-0,0337572233834407;0,0490603242371201;96;0,96;0,9;TRUE;0,572916666666667;0,8;FALSE;FALSE;0,55;0,41;0,04
"hs_pm10_dy_hs_h_None";"e3_bw";0,18953694118342;1e-12;-0,00837095377553583;-0,000993418931290267;-0,00104570413820028;-0,00188556389137302;0,0204716406902567;-0,0354420646867289;0,0405065481872978;-0,0354620823870359;0,0406181491545145;95;0,95;0,9;TRUE;0,547368421052632;0,8;FALSE;FALSE;0,43;0,52;0,05
"hs_pm10_wk_hs_h_None";"e3_bw";0,18953694118342;1e-12;-0,00565371102401217;0,00140212551995841;0,00143074032648817;0,000559104999885949;0,0212374532636056;-0,0479790568566016;0,0435916423548881;-0,0481324986957912;0,0445815202318213;98;0,98;0,9;TRUE;0,479591836734694;0,8;FALSE;FALSE;0,51;0,47;0,02
"hs_pm10_yr_hs_h_None";"e3_bw";0,18953694118342;1e-12;0,043021233394137;0,0549496815776136;0,0572392516433475;0,0532461794808761;0,0358564404991062;0;0,129317082144743;0,00111577087306699;0,130019882792474;96;0,96;0,9;TRUE;0,979166666666667;0,8;TRUE;TRUE;0,94;0,02;0,04
"hs_pm25_dy_hs_h_None";"e3_bw";0,18953694118342;1e-12;0,000464156717598399;-0,00161865075648164;-0,00163500076412286;-0,00454504039892986;0,0262378906464221;-0,05411414930767;0,0500372899819802;-0,0541578217347967;0,0500469381554299;99;0,99;0,9;TRUE;0,424242424242424;0,8;FALSE;FALSE;0,42;0,57;0,01
"hs_pm25_wk_hs_h_None";"e3_bw";0,18953694118342;1e-12;0;-0,0119308624350596;-0,0140363087471289;-0,00837785709205526;0,0216108605672372;-0,0801690928083421;0,0158515250851083;-0,0819783945351049;0,0164099644179092;85;0,85;0,9;FALSE;NA;0,8;FALSE;FALSE;0,17;0,68;0,15
"hs_pm25_yr_hs_h_None";"e3_bw";0,18953694118342;1e-12;-0,0313118524419282;-0,0215553949008724;-0,0215553949008724;-0,0233996805226054;0,0300523219165138;-0,0745971957320465;0,0368720247372696;-0,0745971957320465;0,0368720247372696;100;1;0,9;TRUE;0,79;0,8;FALSE;FALSE;0,21;0,79;0
"hs_pm25abs_dy_hs_h_Log";"e3_bw";0,18953694118342;1e-12;0,0212980568052305;0,0215439663116878;0,0215439663116878;0,021146269268308;0,0224480934165723;-0,0282414923654778;0,0663280246155216;-0,0282414923654778;0,0663280246155216;100;1;0,9;TRUE;0,89;0,8;TRUE;TRUE;0,89;0,11;0
"hs_pm25abs_wk_hs_h_Log";"e3_bw";0,18953694118342;1e-12;-0,00458929210598055;-0,0150848694325681;-0,0162202897124388;-0,0136978000585034;0,0157274376359113;-0,0514665337367377;0,00789535822561615;-0,0527225286936797;0,0079695275557385;93;0,93;0,9;TRUE;0,89247311827957;0,8;TRUE;TRUE;0,1;0,83;0,07
