"exposure";"outcome";"lambda";"selection_tol";"beta_original";"beta_boot_mean_all";"beta_boot_mean_selected";"beta_boot_median_selected";"beta_boot_sd_all";"beta_boot_q025_all";"beta_boot_q975_all";"beta_boot_q025_selected";"beta_boot_q975_selected";"n_selected";"sel_prob";"sel_prob_threshold";"passes_sel_prob";"sign_consistency";"sign_consistency_threshold";"passes_sign_consistency";"passes_stability_filter";"prop_positive";"prop_negative";"prop_zero"
"h_abs_ratio_preg_Log";"e3_bw";0,23895795329256;1e-12;0,0175461363340802;0,0268917890649366;0,0295514165548754;0,0234571529609644;0,0303865033571511;-0,0171210762038728;0,103688761279975;-0,0172749515953264;0,104059585058406;91;0,91;0,9;TRUE;0,901098901098901;0,8;TRUE;TRUE;0,82;0,09;0,09
"h_no2_ratio_preg_Log";"e3_bw";0,23895795329256;1e-12;0,0106716319212709;0,00107127808342617;0,00115191191766255;0,00503967643862596;0,030111100282493;-0,0754840482071922;0,0507903422082467;-0,0790937744463812;0,0518190680820542;93;0,93;0,9;TRUE;0,537634408602151;0,8;FALSE;FALSE;0,5;0,43;0,07
"h_pm10_ratio_preg_None";"e3_bw";0,23895795329256;1e-12;0;0,0131646466312548;0,0202533025096227;0,0178057205472539;0,021931874358285;-0,00862623769771158;0,063646781986166;-0,0123542529324384;0,0698177783599536;65;0,65;0,9;FALSE;NA;0,8;FALSE;FALSE;0,54;0,11;0,35
"h_pm25_ratio_preg_None";"e3_bw";0,23895795329256;1e-12;0,011338841979477;0,00345591271194721;0,00359990907494501;0,0031140274433729;0,0153152584770188;-0,0286120859612924;0,033669281732069;-0,0287572437652629;0,0342687744515744;96;0,96;0,9;TRUE;0,614583333333333;0,8;FALSE;FALSE;0,59;0,37;0,04
"h_accesslines300_preg_dic0";"e3_bw";0,23895795329256;1e-12;-0,0230752909874878;-0,00330695347621893;-0,00334035704668578;-0,0175742904297346;0,077621759638471;-0,122868232456349;0,163587523601492;-0,123756370019589;0,163993316431256;99;0,99;0,9;TRUE;0,606060606060606;0,8;FALSE;FALSE;0,39;0,6;0,01
"h_accesspoints300_preg_Log";"e3_bw";0,23895795329256;1e-12;0,00505423525078673;0,0183963530288654;0,0209049466237107;0,0139909435905061;0,024721627740468;-0,0175221492566984;0,0776844404485882;-0,0204808367138695;0,0798888607610961;88;0,88;0,9;FALSE;0,863636363636364;0,8;TRUE;FALSE;0,76;0,12;0,12
"h_builtdens300_preg_Sqrt";"e3_bw";0,23895795329256;1e-12;0,00183118060213575;0,0058611711452847;0,00825517062716155;0,00818217741872259;0,0129902180374009;-0,0216596326692535;0,0367811151710464;-0,0239123773188979;0,0374085546168453;71;0,71;0,9;FALSE;0,746478873239437;0,8;FALSE;FALSE;0,53;0,18;0,29
"h_connind300_preg_Sqrt";"e3_bw";0,23895795329256;1e-12;-1,70132720992554e-05;0,00436197703745643;0,00531948419202004;0,00275561395423448;0,0155260295578958;-0,0231493957804981;0,036331908912527;-0,0259206352362016;0,0372463364798813;82;0,82;0,9;FALSE;0,378048780487805;0,8;FALSE;FALSE;0,51;0,31;0,18
"h_fdensity300_preg_Log";"e3_bw";0,23895795329256;1e-12;0,00395492634192549;-0,00596892799849852;-0,00719147951626327;-0,0021442211716276;0,023962703583386;-0,0580423618447617;0,0313664790509319;-0,0650940644574731;0,0331573248526717;83;0,83;0,9;FALSE;0,457831325301205;0,8;FALSE;FALSE;0,38;0,45;0,17
"h_frichness300_preg_None";"e3_bw";0,23895795329256;1e-12;0,0134905964386106;0,0302964856226746;0,0325768662609405;0,0277821454314808;0,0268874694606464;-3,10207345830301e-05;0,101850602180048;0,000143086751963792;0,104908028381879;93;0,93;0,9;TRUE;0,967741935483871;0,8;TRUE;TRUE;0,9;0,03;0,07
