"exposure";"outcome";"lambda";"selection_tol";"beta_original";"beta_boot_mean_all";"beta_boot_mean_selected";"beta_boot_median_selected";"beta_boot_sd_all";"beta_boot_q025_all";"beta_boot_q975_all";"beta_boot_q025_selected";"beta_boot_q975_selected";"n_selected";"sel_prob";"sel_prob_threshold";"passes_sel_prob";"sign_consistency";"sign_consistency_threshold";"passes_sign_consistency";"passes_stability_filter";"prop_positive";"prop_negative";"prop_zero"
"hs_no2_dy_hs_h_Log";"e3_bw";0,18953694118342;1e-12;-0,00491580080433728;0,0293302090261548;0,0305523010689112;0,0164334518262005;0,0429279743493515;-0,0205811221838092;0,13303874501873;-0,0209911017560167;0,133237205384312;96;0,96;0,9;TRUE;0,28125;0,8;FALSE;FALSE;0,69;0,27;0,04
"hs_no2_wk_hs_h_Log";"e3_bw";0,18953694118342;1e-12;-0,00991525638487689;-0,0117350009486184;-0,0119744907638963;-0,0101921647366288;0,0281851961325143;-0,0603220549277863;0,0563145586791456;-0,0603739735019427;0,0563716848411248;98;0,98;0,9;TRUE;0,693877551020408;0,8;FALSE;FALSE;0,3;0,68;0,02
"hs_no2_yr_hs_h_Log";"e3_bw";0,18953694118342;1e-12;0,0130881904349391;0,00827560706448563;0,00853155367472745;0,00501261565041394;0,0233650353559667;-0,0277870339989078;0,0582452530806105;-0,0277976208113353;0,0583992155606483;97;0,97;0,9;TRUE;0,639175257731959;0,8;FALSE;FALSE;0,62;0,35;0,03
"hs_pm10_dy_hs_h_None";"e3_bw";0,18953694118342;1e-12;0,00755113543712521;0,0162217425364167;0,0165527985065476;0,0137050215987547;0,025362581631893;-0,0264818650059133;0,071677552670806;-0,0265862446547502;0,0719053216702333;98;0,98;0,9;TRUE;0,744897959183674;0,8;FALSE;FALSE;0,73;0,25;0,02
"hs_pm10_wk_hs_h_None";"e3_bw";0,18953694118342;1e-12;0,022217453439267;0,0186772076767067;0,0186772076767067;0,015430410491651;0,0254243773304882;-0,0241663370582578;0,0696729347004293;-0,0241663370582578;0,0696729347004293;100;1;0,9;TRUE;0,77;0,8;FALSE;FALSE;0,77;0,23;0
"hs_pm10_yr_hs_h_None";"e3_bw";0,18953694118342;1e-12;0,0117518929682907;0,00715778208785903;0,00813384328165799;0,00658341531493338;0,0263316000727645;-0,0368337958380289;0,0685895155823527;-0,0369411747930631;0,0691373127379357;88;0,88;0,9;FALSE;0,602272727272727;0,8;FALSE;FALSE;0,53;0,35;0,12
"hs_pm25_dy_hs_h_None";"e3_bw";0,18953694118342;1e-12;-0,00987589573271682;-0,0177977489038678;-0,0181609682692529;-0,0131098177019152;0,0251710398888565;-0,0785127916112097;0,0221336562676346;-0,0787640469417176;0,022696416276966;98;0,98;0,9;TRUE;0,724489795918367;0,8;FALSE;FALSE;0,27;0,71;0,02
"hs_pm25_wk_hs_h_None";"e3_bw";0,18953694118342;1e-12;0;-0,00337017310437511;-0,00455428797888528;-0,00290919160356673;0,0145602285565118;-0,0435604447538644;0,0206285942646469;-0,0490326296861562;0,0228692438335113;74;0,74;0,9;FALSE;NA;0,8;FALSE;FALSE;0,29;0,45;0,26
"hs_pm25_yr_hs_h_None";"e3_bw";0,18953694118342;1e-12;0,0209511455552305;0,0261334924497111;0,0272223879684491;0,0221879272923636;0,0504356876338846;-0,0472713615039964;0,146076820515786;-0,0478306533890948;0,148313089864106;96;0,96;0,9;TRUE;0,645833333333333;0,8;FALSE;FALSE;0,62;0,34;0,04
"hs_pm25abs_dy_hs_h_Log";"e3_bw";0,18953694118342;1e-12;0,0219459834258324;0,00819450513760604;0,00819450513760604;0,0071479992958462;0,0239685059499375;-0,0369542851628442;0,0559483908493014;-0,0369542851628442;0,0559483908493014;100;1;0,9;TRUE;0,64;0,8;FALSE;FALSE;0,64;0,36;0
