"exposure";"outcome";"lambda";"selection_tol";"beta_original";"beta_boot_mean_all";"beta_boot_mean_selected";"beta_boot_median_selected";"beta_boot_sd_all";"beta_boot_q025_all";"beta_boot_q975_all";"beta_boot_q025_selected";"beta_boot_q975_selected";"n_selected";"sel_prob";"sel_prob_threshold";"passes_sel_prob";"sign_consistency";"sign_consistency_threshold";"passes_sign_consistency";"passes_stability_filter";"prop_positive";"prop_negative";"prop_zero"
"h_abs_ratio_preg_Log";"e3_bw";0,23895795329256;1e-12;-0,00137280977647442;-0,00303033018877495;-0,00340486538064601;-0,00362097011218049;0,0236758753776506;-0,0551500169000369;0,053134573415516;-0,0556769952632339;0,0538955520615569;89;0,89;0,9;FALSE;0,550561797752809;0,8;FALSE;FALSE;0,4;0,49;0,11
"h_no2_ratio_preg_Log";"e3_bw";0,23895795329256;1e-12;0;0,0116005841416188;0,015065693690414;0,0149798651663671;0,0222723242410395;-0,0268239465633295;0,0546853804952712;-0,0330399650823962;0,0576559012758301;77;0,77;0,9;FALSE;NA;0,8;FALSE;FALSE;0,58;0,19;0,23
"h_pm10_ratio_preg_None";"e3_bw";0,23895795329256;1e-12;0;0,0140074272042133;0,0184308252687017;0,0105519670211019;0,0248978720319982;-0,0173724013950751;0,080505607932985;-0,0190170063543874;0,0895895286127545;76;0,76;0,9;FALSE;NA;0,8;FALSE;FALSE;0,53;0,23;0,24
"h_pm25_ratio_preg_None";"e3_bw";0,23895795329256;1e-12;-0,00381926089816701;-0,00332639155603467;-0,00339427709799456;-0,00255496034241116;0,0198730661196762;-0,0495529137813113;0,0343954770394663;-0,0497615385630725;0,0345451453829085;98;0,98;0,9;TRUE;0,581632653061224;0,8;FALSE;FALSE;0,41;0,57;0,02
"h_accesslines300_preg_dic0";"e3_bw";0,23895795329256;1e-12;-0,00965228091125195;-0,0237592403614433;-0,0239992326883266;-0,0198566049508905;0,0834920538894798;-0,179814765632697;0,158179780396957;-0,179973281444299;0,158726814989168;99;0,99;0,9;TRUE;0,707070707070707;0,8;FALSE;FALSE;0,29;0,7;0,01
"h_accesspoints300_preg_Log";"e3_bw";0,23895795329256;1e-12;0,0270152549613692;0,0368046776270613;0,0400050843772406;0,0369698514215341;0,0341821112571788;-0,00576854387257915;0,115353669666793;-0,00600057627918355;0,116262536040325;92;0,92;0,9;TRUE;0,923913043478261;0,8;TRUE;TRUE;0,85;0,07;0,08
"h_builtdens300_preg_Sqrt";"e3_bw";0,23895795329256;1e-12;0,000344983311526714;0,00792662843201177;0,0101623441436048;0,00663180091259831;0,0166553461892047;-0,0159452073479748;0,0472525641262862;-0,0213859409049158;0,0504217007275272;78;0,78;0,9;FALSE;0,705128205128205;0,8;FALSE;FALSE;0,55;0,23;0,22
"h_connind300_preg_Sqrt";"e3_bw";0,23895795329256;1e-12;0,00549204653826484;0,01100259605409;0,0123624674765056;0,00994021651230945;0,0143501648076115;-0,00622914390192022;0,0416914053130248;-0,00689440479743752;0,0417199506305739;89;0,89;0,9;FALSE;0,820224719101124;0,8;TRUE;FALSE;0,73;0,16;0,11
"h_fdensity300_preg_Log";"e3_bw";0,23895795329256;1e-12;0,00131706501624496;-0,00510280593877091;-0,0058652941824953;-0,00409856583401402;0,022273848084544;-0,0542718569704517;0,0324298797223977;-0,0590041725384466;0,0330494337686064;87;0,87;0,9;FALSE;0,436781609195402;0,8;FALSE;FALSE;0,38;0,49;0,13
"h_frichness300_preg_None";"e3_bw";0,23895795329256;1e-12;0,0163507476699375;0,0243206555111276;0,027954776449572;0,0223027335331767;0,0244801714039792;-0,000762974435664521;0,0839465920464733;-0,00083697847410328;0,0881458551793382;87;0,87;0,9;FALSE;0,942528735632184;0,8;TRUE;FALSE;0,82;0,05;0,13
"h_landuseshan300_preg_None";"e3_bw";0,23895795329256;1e-12;0,0160170001778762;0,0181389710164857;0,0197162728440061;0,0164069339512756;0,016031727224277;-0,00559042111058968;0,0532082945954798;-0,00560153291230523;0,0537013224197969;92;0,92;0,9;TRUE;0,923913043478261;0,8;TRUE;TRUE;0,85;0,07;0,08
"h_popdens_preg_Sqrt";"e3_bw";0,23895795329256;1e-12;-0,00565587160781568;-0,0113493931950766;-0,0114640335303804;-0,0122783137391769;0,0240629543538178;-0,0528320614311165;0,0361264261968051;-0,0529374547643863;0,0361572959567961;99;0,99;0,9;TRUE;0,686868686868687;0,8;FALSE;FALSE;0,31;0,68;0,01
"h_walkability_mean_preg_None";"e3_bw";0,23895795329256;1e-12;-0,0233172348352568;-0,0218744893027827;-0,0223209074518191;-0,019842592677201;0,0203602656901895;-0,0624626926661576;0,00747715003434053;-0,0632945183607459;0,00754141636530912;98;0,98;0,9;TRUE;0,887755102040816;0,8;TRUE;TRUE;0,11;0,87;0,02
"hs_as_m_Log2";"e3_bw";0,23895795329256;1e-12;-0,0125856920264098;-0,00867207241823779;-0,00894028084354411;-0,00930811251622234;0,0192337862079983;-0,0462601232230657;0,0285875003837502;-0,0463575227027982;0,0287913164762294;97;0,97;0,9;TRUE;0,670103092783505;0,8;FALSE;FALSE;0,32;0,65;0,03
"hs_cd_m_Log2";"e3_bw";0,23895795329256;1e-12;-0,0175418838224427;-0,0188738312540676;-0,0205150339718126;-0,0185041743794036;0,0191953591323335;-0,0593503217546301;0,00912824055363685;-0,0600930217045503;0,00970733951328072;92;0,92;0,9;TRUE;0,869565217391304;0,8;TRUE;TRUE;0,12;0,8;0,08
"hs_co_m_Log2";"e3_bw";0,23895795329256;1e-12;0;0,00745699173273903;0,00887737111040361;0,00231324748809124;0,0191866856111608;-0,021899810769902;0,0563932975092652;-0,0222089882409955;0,0566198002908916;84;0,84;0,9;FALSE;NA;0,8;FALSE;FALSE;0,57;0,27;0,16
"hs_cs_m_Log2";"e3_bw";0,23895795329256;1e-12;-0,015654356733328;-0,0297764348434303;-0,0327213569708025;-0,0275383912298999;0,0255341433466227;-0,0884250623283847;0;-0,0887509197182599;-0,000181405718847997;91;0,91;0,9;TRUE;0,978021978021978;0,8;TRUE;TRUE;0,02;0,89;0,09
"hs_cu_m_Log2";"e3_bw";0,23895795329256;1e-12;-0,0035158555348339;0,000900476557824446;0,000918853630433108;-0,0020521371978497;0,0195651850219092;-0,0312504987211555;0,0427371871410595;-0,0313030579574394;0,0428097631297345;98;0,98;0,9;TRUE;0,551020408163265;0,8;FALSE;FALSE;0,44;0,54;0,02
"hs_hg_m_Log2";"e3_bw";0,23895795329256;1e-12;0;0,0022500698365726;0,00281258729571575;0,00141122602573301;0,012387772893548;-0,0187615696717225;0,0345508187434121;-0,0194612155538884;0,0357490488227726;80;0,8;0,9;FALSE;NA;0,8;FALSE;FALSE;0,46;0,34;0,2
"hs_mn_m_Log2";"e3_bw";0,23895795329256;1e-12;0,000846486587780027;0,00447346870777753;0,0047089144292395;0,00391819341627131;0,0136619224876483;-0,0201473222795168;0,0337544063868725;-0,0202605074599251;0,0337952276642749;95;0,95;0,9;TRUE;0,631578947368421;0,8;FALSE;FALSE;0,6;0,35;0,05
"hs_mo_m_Log2";"e3_bw";0,23895795329256;1e-12;-0,00159539714020138;-0,00290398080813346;-0,00319118770124556;-0,00251062732313629;0,0122784992528311;-0,0256614134544929;0,0253518109049135;-0,0261430224962965;0,0272249782473203;91;0,91;0,9;TRUE;0,582417582417582;0,8;FALSE;FALSE;0,38;0,53;0,09
"hs_pb_m_Log2";"e3_bw";0,23895795329256;1e-12;-0,00611907381262803;-0,00738804558607399;-0,00839550634781135;-0,00645555552628306;0,0127600797911859;-0,0355958041797679;0,0119924212041816;-0,0359020830774474;0,012461260446012;88;0,88;0,9;FALSE;0,75;0,8;FALSE;FALSE;0,22;0,66;0,12
"h_humidity_preg_None";"e3_bw";0,23895795329256;1e-12;-0,0101067663355066;-0,0136383168251929;-0,0154980873013555;-0,00809445608718402;0,024107480199271;-0,0729748129580756;0,0153359706119192;-0,0761829049607364;0,0165011997283234;88;0,88;0,9;FALSE;0,761363636363636;0,8;FALSE;FALSE;0,21;0,67;0,12
"h_pressure_preg_None";"e3_bw";0,23895795329256;1e-12;0,00231732456207074;0,0152487280368233;0,0183719614901485;0,0134076476420917;0,024476167286176;-0,014845960223648;0,0840589886485267;-0,0151465737708242;0,0840662745412488;83;0,83;0,9;FALSE;0,771084337349398;0,8;FALSE;FALSE;0,64;0,19;0,17
"h_temperature_preg_None";"e3_bw";0,23895795329256;1e-12;0,0208590442189827;0,0311560322262907;0,0346178135847674;0,0312449205271467;0,0269155604436996;0;0,0931746717899027;0,000608560582457855;0,0946032456680867;90;0,9;0,9;TRUE;0,977777777777778;0,8;TRUE;TRUE;0,88;0,02;0,1
"h_ndvi100_preg_None";"e3_bw";0,23895795329256;1e-12;0,00226114971087865;0,00734344917337726;0,00781217997167794;0,00327976478308107;0,0234416939165762;-0,0311846525908922;0,0605385291769116;-0,031523021240211;0,060715657702128;94;0,94;0,9;TRUE;0,606382978723404;0,8;FALSE;FALSE;0,57;0,37;0,06
"hs_dde_madj_Log2";"e3_bw";0,23895795329256;1e-12;-0,0475248358406539;-0,0408871741074043;-0,0417216062320452;-0,0429721317662616;0,0245079982347134;-0,0884118509737797;0,000661721980170351;-0,0886292975595661;0,00067063143502956;98;0,98;0,9;TRUE;0,969387755102041;0,8;TRUE;TRUE;0,03;0,95;0,02
"hs_ddt_madj_Log2";"e3_bw";0,23895795329256;1e-12;-0,00878730242607311;-0,0139389025988698;-0,0165939316653211;-0,0171485814609068;0,0144184702821962;-0,0417567731035664;0,00488194782744587;-0,0422802429578472;0,00499572949188993;84;0,84;0,9;FALSE;0,892857142857143;0,8;TRUE;FALSE;0,09;0,75;0,16
"hs_hcb_madj_Log2";"e3_bw";0,23895795329256;1e-12;0,0154409326314456;0,0186094638688226;0,0206771820764695;0,0183632407645705;0,0173616487528077;-0,00229712709021554;0,0573702045521552;-0,00235623065792708;0,0578611801092014;90;0,9;0,9;TRUE;0,955555555555556;0,8;TRUE;TRUE;0,86;0,04;0,1
"hs_pcb118_madj_Log2";"e3_bw";0,23895795329256;1e-12;-0,0171233366995846;-0,0173431722261173;-0,0175183557839569;-0,0171392676578845;0,0275887641940181;-0,0787620641461833;0,0293277901403508;-0,0788469495677517;0,0293500805438529;99;0,99;0,9;TRUE;0,717171717171717;0,8;FALSE;FALSE;0,28;0,71;0,01
"hs_pcb138_madj_Log2";"e3_bw";0,23895795329256;1e-12;-0,000509137975752459;-0,00442739276976056;-0,00491932529973395;-0,00185385577226842;0,0206251396936686;-0,0443698595618954;0,0292430000827933;-0,0467924807886517;0,0298455211019345;90;0,9;0,9;TRUE;0,577777777777778;0,8;FALSE;FALSE;0,38;0,52;0,1
"hs_pcb153_madj_Log2";"e3_bw";0,23895795329256;1e-12;-0,025137130663106;-0,0270536101550946;-0,0287804363352071;-0,024593251354165;0,0260156386621014;-0,081506917932495;0,00899226333711591;-0,0819613210851816;0,0092165064110789;94;0,94;0,9;TRUE;0,882978723404255;0,8;TRUE;TRUE;0,11;0,83;0,06
"hs_pcb170_madj_Log2";"e3_bw";0,23895795329256;1e-12;0,0615393075893111;0,056033182198968;0,0577661672154309;0,0545222275379538;0,0358693757642597;0;0,132081081057151;0,00309111157658544;0,133448934905661;97;0,97;0,9;TRUE;0,979381443298969;0,8;TRUE;TRUE;0,95;0,02;0,03
"hs_pcb180_madj_Log2";"e3_bw";0,23895795329256;1e-12;0;0,0115073575888435;0,0174353902861265;0,0138162140114748;0,0226878494340423;-0,0182229715242003;0,0615145493574227;-0,0248605603757484;0,0639813332055223;66;0,66;0,9;FALSE;NA;0,8;FALSE;FALSE;0,52;0,14;0,34
"hs_sumPCBs5_madj_Log2";"e3_bw";0,23895795329256;1e-12;0;-0,00244650881044939;-0,00291251048863023;-0,00284518149439162;0,0163945661099551;-0,0361408969652804;0,0309208751517115;-0,0363866013277311;0,0310577506288603;84;0,84;0,9;FALSE;NA;0,8;FALSE;FALSE;0,31;0,53;0,16
"hs_pfhxs_m_Log2";"e3_bw";0,23895795329256;1e-12;0,0244094613695327;0,0249256481787602;0,0256965445141857;0,0242767325348444;0,0231367453797347;-0,0164626266132368;0,0637662348492964;-0,0167647201371535;0,0637673299739441;97;0,97;0,9;TRUE;0,876288659793814;0,8;TRUE;TRUE;0,85;0,12;0,03
"hs_pfna_m_Log2";"e3_bw";0,23895795329256;1e-12;-0,0254919831003768;-0,0062148302967503;-0,00640704154304154;-0,00609221764551725;0,0285898501263515;-0,0602947511775506;0,0503068676346553;-0,0607296759600151;0,0504374579335557;97;0,97;0,9;TRUE;0,618556701030928;0,8;FALSE;FALSE;0,37;0,6;0,03
"hs_pfoa_m_Log2";"e3_bw";0,23895795329256;1e-12;0;-0,0130898209154362;-0,0163622761442952;-0,0127585624080539;0,0168184553453236;-0,0571854204617916;0,00387689636779316;-0,062375051203866;0,00424417776388755;80;0,8;0,9;FALSE;NA;0,8;FALSE;FALSE;0,09;0,71;0,2
"hs_pfos_m_Log2";"e3_bw";0,23895795329256;1e-12;0;-0,0192580674164566;-0,0256774232219421;-0,0211679550445561;0,0220058411634554;-0,0786959082798003;0;-0,0815202682000943;-0,000412856694382691;75;0,75;0,9;FALSE;NA;0,8;FALSE;FALSE;0,02;0,73;0,25
"hs_pfunda_m_Log2";"e3_bw";0,23895795329256;1e-12;0;0,0148939482381982;0,0183875904175286;0,0159694677651308;0,0174621221112363;-0,00768165207567114;0,055892410559183;-0,0102711695798675;0,0564662145086637;81;0,81;0,9;FALSE;NA;0,8;FALSE;FALSE;0,73;0,08;0,19
"e3_asmokcigd_p_None";"e3_bw";0,23895795329256;1e-12;-0,0230349681987677;-0,0258910688614522;-0,0278398589908089;-0,0252929210316027;0,0192731519142952;-0,0644980574715799;0,00125007190424605;-0,0667958332205687;0,0013495141461829;93;0,93;0,9;TRUE;0,956989247311828;0,8;TRUE;TRUE;0,04;0,89;0,07
"h_distinvnear1_preg_Log";"e3_bw";0,23895795329256;1e-12;0;0,00713969257563604;0,00903758553877979;0,0071193575122356;0,0118082193018935;-0,0091980179577307;0,0366625546578761;-0,0108153900880936;0,0391555473620941;79;0,79;0,9;FALSE;NA;0,8;FALSE;FALSE;0,64;0,15;0,21
"h_trafload_preg_pow1over3";"e3_bw";0,23895795329256;1e-12;0;-0,00205167238597289;-0,00266450959217258;-0,00110366499794683;0,0131857875557849;-0,0319167890132692;0,0233412064356824;-0,0358889627830182;0,0258913929103061;77;0,77;0,9;FALSE;NA;0,8;FALSE;FALSE;0,36;0,41;0,23
"h_trafnear_preg_pow1over3";"e3_bw";0,23895795329256;1e-12;0;-0,00288802913413111;-0,00444312174481709;-0,0030415373309849;0,010164988715656;-0,0250848673827985;0,0162894675241257;-0,0291355996820103;0,0172218449317234;65;0,65;0,9;FALSE;NA;0,8;FALSE;FALSE;0,23;0,42;0,35
"h_bro_preg_Log";"e3_bw";0,23895795329256;1e-12;0,00398742376727298;0,00412899462785051;0,00453735673390166;0,0045730852698455;0,021325968997537;-0,0430947332392118;0,0474394523500449;-0,0436571480547372;0,0476698178886613;91;0,91;0,9;TRUE;0,615384615384615;0,8;FALSE;FALSE;0,56;0,35;0,09
"h_clf_preg_Log";"e3_bw";0,23895795329256;1e-12;-0,00294029396230116;-0,0180880351505961;-0,021032599012321;-0,0149452241140703;0,0213158922011659;-0,0797973751408167;0,00473701700991448;-0,0803000621740987;0,00559577581084406;86;0,86;0,9;FALSE;0,906976744186046;0,8;TRUE;FALSE;0,08;0,78;0,14
"h_thm_preg_Log";"e3_bw";0,23895795329256;1e-12;0,000787640040483258;0,00856432913315759;0,0109799091450738;0,0070531669160414;0,0202419985362655;-0,0158053787975919;0,0644722175233422;-0,0168467392120119;0,0685765067482607;78;0,78;0,9;FALSE;0,705128205128205;0,8;FALSE;FALSE;0,55;0,23;0,22
"e3_alcpreg_yn_None_1";"e3_bw";0,23895795329256;1e-12;0,00373319449588283;0,00370982496536642;0,00382456181996538;0,00658264095876328;0,0295668046496687;-0,0561549707624562;0,0608574889319568;-0,0567236347290394;0,0611771772398202;97;0,97;0,9;TRUE;0,556701030927835;0,8;FALSE;FALSE;0,54;0,43;0,03
"h_pamod_t3_None_Often";"e3_bw";0,23895795329256;1e-12;0,105289658248578;0,102909435365308;0,102909435365308;0,106369682161767;0,0737312455893857;-0,0302987507320756;0,232446612125928;-0,0302987507320756;0,232446612125928;100;1;0,9;TRUE;0,9;0,8;TRUE;TRUE;0,9;0,1;0
"h_pamod_t3_None_Sometimes";"e3_bw";0,23895795329256;1e-12;0,00390012008348083;0,0180114411787148;0,0181933749279947;0,0181096046414208;0,0634864566915946;-0,103883550682811;0,14559424492118;-0,103891043762198;0,14564516433533;99;0,99;0,9;TRUE;0,656565656565657;0,8;FALSE;FALSE;0,65;0,34;0,01
"h_pamod_t3_None_Very Often";"e3_bw";0,23895795329256;1e-12;0,0244945984285197;0,0322795890689514;0,0322795890689514;0,0290134205152232;0,0587032890422677;-0,0648752195549159;0,159568438378463;-0,0648752195549159;0,159568438378463;100;1;0,9;TRUE;0,69;0,8;FALSE;FALSE;0,69;0,31;0
"h_pavig_t3_None_Low";"e3_bw";0,23895795329256;1e-12;-0,0830348196387938;-0,0874713476661665;-0,0874713476661665;-0,0820148658018835;0,0618609357349703;-0,215356422114505;0,0123058457042287;-0,215356422114505;0,0123058457042287;100;1;0,9;TRUE;0,96;0,8;TRUE;TRUE;0,04;0,96;0
"h_pavig_t3_None_Medium";"e3_bw";0,23895795329256;1e-12;-0,0862120632039655;-0,0905091539752258;-0,0905091539752258;-0,0947962421836761;0,0756833759730699;-0,219344835045991;0,0487998296153364;-0,219344835045991;0,0487998296153364;100;1;0,9;TRUE;0,89;0,8;TRUE;TRUE;0,11;0,89;0
