"exposure";"outcome";"lambda";"selection_tol";"beta_original";"beta_boot_mean_all";"beta_boot_mean_selected";"beta_boot_median_selected";"beta_boot_sd_all";"beta_boot_q025_all";"beta_boot_q975_all";"beta_boot_q025_selected";"beta_boot_q975_selected";"n_selected";"sel_prob";"sel_prob_threshold";"passes_sel_prob";"sign_consistency";"sign_consistency_threshold";"passes_sign_consistency";"passes_stability_filter";"prop_positive";"prop_negative";"prop_zero"
"h_abs_ratio_preg_Log";"e3_bw";0,000121507529397887;1e-12;-0,00655714644328862;-0,00737894327178811;-0,00737894327178811;-0,00752558129643963;0,00443206288284043;-0,0158516171765751;0,00132799495548752;-0,0158516171765751;0,00132799495548752;100;1;0,9;TRUE;0,96;0,8;TRUE;TRUE;0,04;0,96;0
"h_no2_ratio_preg_Log";"e3_bw";0,000121507529397887;1e-12;0,00309691086250619;4,72476632895162e-05;4,72476632895162e-05;0,000426089607561739;0,00537237918535772;-0,01059205993117;0,00887674465057635;-0,01059205993117;0,00887674465057635;100;1;0,9;TRUE;0,56;0,8;FALSE;FALSE;0,56;0,44;0
"h_pm10_ratio_preg_None";"e3_bw";0,000121507529397887;1e-12;-0,0203431412497994;-0,0201722815678572;-0,0201722815678572;-0,0199036179608271;0,00566955476459942;-0,032027108523077;-0,00921785775252265;-0,032027108523077;-0,00921785775252265;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;0;1;0
"h_pm25_ratio_preg_None";"e3_bw";0,000121507529397887;1e-12;-0,00604489625718112;-0,00635529063981848;-0,00635529063981848;-0,00631796747205716;0,00380394292435648;-0,0124580624574253;0,00168884949872179;-0,0124580624574253;0,00168884949872179;100;1;0,9;TRUE;0,94;0,8;TRUE;TRUE;0,06;0,94;0
"h_accesslines300_preg_dic0";"e3_bw";0,000121507529397887;1e-12;0,0300407772774294;0,0311386204034269;0,0311386204034269;0,0312545930264002;0,0140345092572098;0,00405618832836064;0,0553397652990988;0,00405618832836064;0,0553397652990988;100;1;0,9;TRUE;1;0,8;TRUE;TRUE;1;0;0
"h_accesspoints300_preg_Log";"e3_bw";0,000121507529397887;1e-12;0,00480733297821241;0,00625804341571719;0,00625804341571719;0,00665123157798031;0,00475067523829916;-0,00179648398394924;0,0132810954797511;-0,00179648398394924;0,0132810954797511;100;1;0,9;TRUE;0,9;0,8;TRUE;TRUE;0,9;0,1;0
"h_builtdens300_preg_Sqrt";"e3_bw";0,000121507529397887;1e-12;0,00320786328098579;0,00192236669938238;0,00192236669938238;0,001802876833477;0,0040770150575983;-0,00528159436230596;0,00909647908029395;-0,00528159436230596;0,00909647908029395;100;1;0,9;TRUE;0,69;0,8;FALSE;FALSE;0,69;0,31;0
"h_connind300_preg_Sqrt";"e3_bw";0,000121507529397887;1e-12;0,00315181803628093;0,0040526063761912;0,0040526063761912;0,00374594433671712;0,00428938513518423;-0,00350991233779791;0,0123629481950339;-0,00350991233779791;0,0123629481950339;100;1;0,9;TRUE;0,82;0,8;TRUE;TRUE;0,82;0,18;0
"h_fdensity300_preg_Log";"e3_bw";0,000121507529397887;1e-12;0,0167346902894078;0,015712267900023;0,015712267900023;0,0155015375327237;0,0052195130010365;0,00600108080875267;0,0259430247027245;0,00600108080875267;0,0259430247027245;100;1;0,9;TRUE;0,99;0,8;TRUE;TRUE;0,99;0,01;0
"h_frichness300_preg_None";"e3_bw";0,000121507529397887;1e-12;0,0104124846589949;0,0102912854788571;0,0102912854788571;0,0106672794237265;0,00459678079304261;0,000813036971948443;0,0184570391944834;0,000813036971948443;0,0184570391944834;100;1;0,9;TRUE;0,98;0,8;TRUE;TRUE;0,98;0,02;0
"h_landuseshan300_preg_None";"e3_bw";0,000121507529397887;1e-12;0,0075907883097873;0,00708416124342175;0,00708416124342175;0,00727070115784749;0,00345663452164143;0,000297243339990484;0,0137333848709326;0,000297243339990484;0,0137333848709326;100;1;0,9;TRUE;0,98;0,8;TRUE;TRUE;0,98;0,02;0
"h_popdens_preg_Sqrt";"e3_bw";0,000121507529397887;1e-12;0,00202001155781093;0,0042872252988982;0,0042872252988982;0,00433246372735736;0,00445914527053578;-0,00478635915147424;0,0113534709288831;-0,00478635915147424;0,0113534709288831;100;1;0,9;TRUE;0,86;0,8;TRUE;TRUE;0,86;0,14;0
"h_walkability_mean_preg_None";"e3_bw";0,000121507529397887;1e-12;-0,00786273240711195;-0,00842952536118747;-0,00842952536118747;-0,00828728651252795;0,00421976120667189;-0,0161845726774685;-7,47408220463644e-05;-0,0161845726774685;-7,47408220463644e-05;100;1;0,9;TRUE;0,97;0,8;TRUE;TRUE;0,03;0,97;0
"hs_as_m_Log2";"e3_bw";0,000121507529397887;1e-12;0,00658042540848004;0,00631096029523113;0,00631096029523113;0,00599580485768188;0,0032258053694139;0,000851652137177913;0,0126675745477429;0,000851652137177913;0,0126675745477429;100;1;0,9;TRUE;0,98;0,8;TRUE;TRUE;0,98;0,02;0
