"exposure";"outcome";"lambda";"selection_tol";"beta_original";"beta_boot_mean_all";"beta_boot_mean_selected";"beta_boot_median_selected";"beta_boot_sd_all";"beta_boot_q025_all";"beta_boot_q975_all";"beta_boot_q025_selected";"beta_boot_q975_selected";"n_selected";"sel_prob";"sel_prob_threshold";"passes_sel_prob";"sign_consistency";"sign_consistency_threshold";"passes_sign_consistency";"passes_stability_filter";"prop_positive";"prop_negative";"prop_zero"
"hs_no2_dy_hs_h_Log";"e3_bw";0,18953694118342;1e-12;-0,0201885286846588;-0,0130880608416398;-0,0133551641241223;-0,0140250285541043;0,0195805195419705;-0,0441136627265626;0,0339824225819159;-0,0441867670992614;0,0341706512407874;98;0,98;0,9;TRUE;0,877551020408163;0,8;TRUE;TRUE;0,12;0,86;0,02
"hs_no2_wk_hs_h_Log";"e3_bw";0,18953694118342;1e-12;0;0,00124889154810832;0,00171081033987442;0,000427116750997737;0,00850409100763092;-0,0140034402889024;0,0215676669296723;-0,0151398388669612;0,0236228067305533;73;0,73;0,9;FALSE;NA;0,8;FALSE;FALSE;0,4;0,33;0,27
"hs_no2_yr_hs_h_Log";"e3_bw";0,18953694118342;1e-12;0,0061499131671935;0,00104587963624473;0,0010894579544216;0,000496756542538984;0,0190746252630685;-0,0356736325779669;0,0372480256816692;-0,0358091915230536;0,0373882886106951;96;0,96;0,9;TRUE;0,541666666666667;0,8;FALSE;FALSE;0,52;0,44;0,04
"hs_pm10_dy_hs_h_None";"e3_bw";0,18953694118342;1e-12;0,00398247247161285;0,00245972279074604;0,00250992121504698;0,00047460242908066;0,0149687226696252;-0,0209051020368077;0,0354647274129788;-0,020936225266162;0,0356003335245408;98;0,98;0,9;TRUE;0,520408163265306;0,8;FALSE;FALSE;0,51;0,47;0,02
"hs_pm10_wk_hs_h_None";"e3_bw";0,18953694118342;1e-12;0,00970685849439376;0,00258204156196857;0,00268962662705059;0,00128069508375447;0,0150298010109236;-0,0253935274745794;0,0316434535399319;-0,0257161759467127;0,0319197454820348;96;0,96;0,9;TRUE;0,572916666666667;0,8;FALSE;FALSE;0,55;0,41;0,04
"hs_pm10_yr_hs_h_None";"e3_bw";0,18953694118342;1e-12;0,000271600332256416;0,0140336428491039;0,0171141985964682;0,0127387634878005;0,0167432051724654;-0,00103717507143966;0,0617584771133186;-0,00129677930506935;0,0663778203122998;82;0,82;0,9;FALSE;0,926829268292683;0,8;TRUE;FALSE;0,76;0,06;0,18
"hs_pm25_dy_hs_h_None";"e3_bw";0,18953694118342;1e-12;-0,00507487482255911;-4,80248928312993e-05;-4,95101987951539e-05;0,000638700225275297;0,0175255750353002;-0,0324774367686514;0,0311658982054117;-0,0333413362337651;0,031453749889358;97;0,97;0,9;TRUE;0,474226804123711;0,8;FALSE;FALSE;0,51;0,46;0,03
"hs_pm25_wk_hs_h_None";"e3_bw";0,18953694118342;1e-12;0;-0,000743722548171457;-0,00103294798357147;-0,00122101240309277;0,00922712551779282;-0,0178640680710998;0,0224832808077204;-0,0181860165941167;0,0233106381380006;72;0,72;0,9;FALSE;NA;0,8;FALSE;FALSE;0,29;0,43;0,28
"hs_pm25_yr_hs_h_None";"e3_bw";0,18953694118342;1e-12;0,00567247765826513;-0,010656946122882;-0,010656946122882;-0,0105631827553567;0,0370131565387887;-0,0904126250736188;0,0676948785199727;-0,0904126250736188;0,0676948785199727;100;1;0,9;TRUE;0,37;0,8;FALSE;FALSE;0,37;0,63;0
"hs_pm25abs_dy_hs_h_Log";"e3_bw";0,18953694118342;1e-12;0,0168871106617937;0,017748741436537;0,017748741436537;0,0173011038689912;0,0148989513268344;-0,00923490171229728;0,0501267358214761;-0,00923490171229728;0,0501267358214761;100;1;0,9;TRUE;0,94;0,8;TRUE;TRUE;0,94;0,06;0
"hs_pm25abs_wk_hs_h_Log";"e3_bw";0,18953694118342;1e-12;0;-0,00524777942774654;-0,00589638137949049;-0,00543274327323842;0,0117742975583823;-0,0318058504622885;0,0204935930561145;-0,0332334679674117;0,0215089261702252;89;0,89;0,9;FALSE;NA;0,8;FALSE;FALSE;0,18;0,71;0,11
"hs_pm25abs_yr_hs_h_Log";"e3_bw";0,18953694118342;1e-12;0,00956707165355594;0,0074058450876727;0,00787855860390713;0,00770048825441361;0,0137933968933918;-0,0203035678985805;0,0342507160579324;-0,020697405647603;0,0343420844062788;94;0,94;0,9;TRUE;0,734042553191489;0,8;FALSE;FALSE;0,69;0,25;0,06
"hs_accesslines300_h_dic0";"e3_bw";0,18953694118342;1e-12;0,0045706951691984;0,0297649486770542;0,0297649486770542;0,0229750849296305;0,0552654211813431;-0,0672134227621294;0,181781993813912;-0,0672134227621294;0,181781993813912;100;1;0,9;TRUE;0,7;0,8;FALSE;FALSE;0,7;0,3;0
"hs_accesspoints300_h_Log";"e3_bw";0,18953694118342;1e-12;-0,0187317717144284;-0,0219800121119775;-0,0219800121119775;-0,0182394728856013;0,0182793554384288;-0,0609948516815213;0,000817846191049954;-0,0609948516815213;0,000817846191049954;100;1;0,9;TRUE;0,95;0,8;TRUE;TRUE;0,05;0,95;0
"hs_builtdens300_h_Sqrt";"e3_bw";0,18953694118342;1e-12;0;0,00251060374642273;0,00291930668188689;0,000360943283193132;0,0105856438023677;-0,00984082845142009;0,0262907887347489;-0,00995160217403849;0,0304736062289015;86;0,86;0,9;FALSE;NA;0,8;FALSE;FALSE;0,47;0,39;0,14
"hs_connind300_h_Log";"e3_bw";0,18953694118342;1e-12;0;0,000323614251339509;0,000425808225446723;0,000379552392923572;0,0100171575346672;-0,0181608283455284;0,0270088913460784;-0,0186718019325739;0,0291758410007969;76;0,76;0,9;FALSE;NA;0,8;FALSE;FALSE;0,42;0,34;0,24
"hs_fdensity300_h_Log";"e3_bw";0,18953694118342;1e-12;0,0141346230863515;0,020183786682206;0,020183786682206;0,0178795473148781;0,0186352670694701;-0,0125466436876058;0,0568431978561092;-0,0125466436876058;0,0568431978561092;100;1;0,9;TRUE;0,89;0,8;TRUE;TRUE;0,89;0,11;0
"hs_landuseshan300_h_None";"e3_bw";0,18953694118342;1e-12;0,0039933216300124;0,00210339608521269;0,00221410114232915;0,00276073720296129;0,00990650692471507;-0,0229284263679856;0,0186571592143939;-0,0230541934664828;0,018967682657993;95;0,95;0,9;TRUE;0,673684210526316;0,8;FALSE;FALSE;0,64;0,31;0,05
"hs_popdens_h_Sqrt";"e3_bw";0,18953694118342;1e-12;0,00182258041022873;0,00328104199606153;0,00377131263915118;0,00304609859175153;0,0104121648540201;-0,0181257528622207;0,0256424204007814;-0,0184374021518839;0,0257038779330813;87;0,87;0,9;FALSE;0,655172413793103;0,8;FALSE;FALSE;0,57;0,3;0,13
"hs_walkability_mean_h_None";"e3_bw";0,18953694118342;1e-12;0,00484640392083764;-0,00071067263973189;-0,000748076462875674;0,000739894483366403;0,014897179521432;-0,0336445859602151;0,0263756542052329;-0,0339647250631347;0,0265738769056183;95;0,95;0,9;TRUE;0,526315789473684;0,8;FALSE;FALSE;0,5;0,45;0,05
"hs_accesslines300_s_dic0";"e3_bw";0,18953694118342;1e-12;-0,0423407156246114;-0,0404219467884443;-0,0404219467884443;-0,0276687853083839;0,0560714970317038;-0,1906603454125;0,0479064875881831;-0,1906603454125;0,0479064875881831;100;1;0,9;TRUE;0,83;0,8;TRUE;TRUE;0,17;0,83;0
"hs_accesspoints300_s_Log";"e3_bw";0,18953694118342;1e-12;-0,0249440240381242;-0,0256811382491709;-0,0256811382491709;-0,023021232912721;0,0150562209737418;-0,0572939327332347;-0,00221064498408359;-0,0572939327332347;-0,00221064498408359;100;1;0,9;TRUE;0,98;0,8;TRUE;TRUE;0,02;0,98;0
"hs_builtdens300_s_Sqrt";"e3_bw";0,18953694118342;1e-12;-0,000643269599817983;3,96999401642651e-05;4,56321151313392e-05;-0,000329446512531033;0,0144308690716908;-0,0259658699645536;0,0251488274765514;-0,0267168368022061;0,025695273673042;87;0,87;0,9;FALSE;0,528735632183908;0,8;FALSE;FALSE;0,41;0,46;0,13
"hs_connind300_s_Log";"e3_bw";0,18953694118342;1e-12;-0,000753785335047401;-0,00509495525976909;-0,00578972188610124;-0,00331537553245511;0,0126471639353527;-0,0301797552069115;0,0155072352198223;-0,0303283910823208;0,015620028452185;88;0,88;0,9;FALSE;0,625;0,8;FALSE;FALSE;0,33;0,55;0,12
"hs_fdensity300_s_Log";"e3_bw";0,18953694118342;1e-12;-0,00921707236445239;-0,0132840401715452;-0,0144391740995057;-0,0127676437896999;0,0145465211941929;-0,0404215008762179;0,0064235633415007;-0,0405728533760017;0,00656914469039129;92;0,92;0,9;TRUE;0,902173913043478;0,8;TRUE;TRUE;0,09;0,83;0,08
"hs_landuseshan300_s_None";"e3_bw";0,18953694118342;1e-12;-0,0131116236657044;-0,00581824884708186;-0,00587701903745643;-0,00544103541665437;0,0147487981587281;-0,0332552489775816;0,0273063921923703;-0,0333665921145465;0,0273950240783631;99;0,99;0,9;TRUE;0,747474747474748;0,8;FALSE;FALSE;0,25;0,74;0,01
"hs_popdens_s_Sqrt";"e3_bw";0,18953694118342;1e-12;0;0,00773109922040276;0,00978620154481362;0,00698523030591039;0,0110690950099388;-0,00467002516979108;0,0402873531611928;-0,00494809553180009;0,0419106151146392;79;0,79;0,9;FALSE;NA;0,8;FALSE;FALSE;0,7;0,09;0,21
"h_Absorbance_Log";"e3_bw";0,18953694118342;1e-12;0,0058128143511486;0,00365340400410692;0,0038456884253757;0,00576230456643554;0,0134905485382371;-0,0343476014797911;0,0249320267329444;-0,0361292441754736;0,0252458178893487;95;0,95;0,9;TRUE;0,747368421052632;0,8;FALSE;FALSE;0,71;0,24;0,05
"h_Benzene_Log";"e3_bw";0,18953694118342;1e-12;-0,0309256067371789;-0,0344700163475263;-0,0344700163475263;-0,0320291518549778;0,0226626061460933;-0,0804681402317331;0,00661286699773567;-0,0804681402317331;0,00661286699773567;100;1;0,9;TRUE;0,95;0,8;TRUE;TRUE;0,05;0,95;0
"h_NO2_Log";"e3_bw";0,18953694118342;1e-12;0,00344124282438993;0,0191268438518142;0,0199237956789731;0,0127685781554117;0,0205573168921099;-0,00189058835933264;0,0668154741906504;-0,00194592229059385;0,0674939077232489;96;0,96;0,9;TRUE;0,927083333333333;0,8;TRUE;TRUE;0,89;0,07;0,04
